Timestamp,X_Mag_Ga,Y_Mag_Ga,Z_Mag_Ga
0,0.113869,-0.283942,-0.00365
1,0.116788,-0.272993,0.00292
2,0.119708,-0.258394,0.006569
3,0.124088,-0.234307,0.013139
4,0.124088,-0.210949,0.013139
5,0.120438,-0.183942,0.005839
6,0.119708,-0.190511,-0.00438
7,0.115328,-0.216058,-0.013139
8,0.111679,-0.268613,-0.00073
9,0.092701,-0.331387,0.027007
10,0.063504,-0.372263,0.048905
11,0.026277,-0.405109,0.067883
12,-0.025547,-0.429197,0.09708
13,-0.069343,-0.437226,0.113869
14,-0.10146,-0.439416,0.118978
15,-0.129927,-0.439416,0.116058
16,-0.143796,-0.439416,0.10219
17,-0.151825,-0.438686,0.083212
18,-0.153285,-0.437226,0.062774
19,-0.148905,-0.437226,0.045985
20,-0.144526,-0.433577,0.031387
21,-0.136496,-0.432847,0.017518
22,-0.130657,-0.427737,0.00292
23,-0.124088,-0.422628,-0.011679
24,-0.116788,-0.417518,-0.026277
25,-0.112409,-0.410219,-0.038686
26,-0.109489,-0.406569,-0.046715
27,-0.105109,-0.40073,-0.056204
28,-0.10292,-0.392701,-0.067883
29,-0.092701,-0.386861,-0.074453
30,-0.077372,-0.383942,-0.078102
31,-0.069343,-0.382482,-0.080292
32,-0.056934,-0.382482,-0.079562
33,-0.061314,-0.388321,-0.076642
34,-0.056204,-0.394161,-0.071533
35,-0.051095,-0.39927,-0.062044
36,-0.049635,-0.416058,-0.037226
37,-0.028467,-0.421168,-0.013139
38,-0.008029,-0.421898,0.007299
39,0.010219,-0.416788,0.018978
40,0.016788,-0.418978,0.035036
41,0.019708,-0.419708,0.045985
42,0.020438,-0.420438,0.061314
43,0.006569,-0.427007,0.085401
44,-0.029927,-0.435766,0.121168
45,-0.059854,-0.435766,0.148175
46,-0.072263,-0.440146,0.140876
47,-0.076642,-0.438686,0.141606
48,-0.073723,-0.438686,0.137226
49,-0.064964,-0.440146,0.127007
50,-0.051095,-0.440146,0.111679
51,-0.015328,-0.429927,0.094891
52,0.038686,-0.39781,0.078832
53,0.086861,-0.345255,0.067153
54,0.110219,-0.29635,0.108029
55,0.109489,-0.209489,0.163504
56,0.083942,-0.179562,0.20146
57,0.062774,-0.221168,0.226277
58,0.015328,-0.235036,0.259854
59,-0.054015,-0.226277,0.286861
60,-0.131387,-0.233577,0.291971
61,-0.168613,-0.227737,0.288321
62,-0.19562,-0.213869,0.279562
63,-0.205839,-0.210949,0.274453
64,-0.20292,-0.207299,0.277372
65,-0.19854,-0.2,0.277372
66,-0.189781,-0.190511,0.280292
67,-0.151825,-0.174453,0.287591
68,-0.09562,-0.164234,0.289051
69,-0.051095,-0.130657,0.275182
70,0.012409,-0.123358,0.247445
71,0.073723,-0.139416,0.20365
72,0.092701,-0.126277,0.170073
73,0.10365,-0.118978,0.145985
74,0.109489,-0.128467,0.135036
75,0.1,-0.129197,0.159854
76,0.105839,-0.129197,0.146715
77,0.115328,-0.138686,0.127737
78,0.115328,-0.133577,0.122628
79,0.111679,-0.131387,0.132847
80,0.110949,-0.143066,0.145255
81,0.091241,-0.156204,0.188321
82,0.072263,-0.156204,0.212409
83,0.083942,-0.154745,0.20073
84,0.073723,-0.140876,0.205109
85,0.072993,-0.148175,0.210219
86,0.064234,-0.148175,0.218978
87,0.070803,-0.137956,0.208759
88,0.061314,-0.139416,0.218248
89,0.054015,-0.145255,0.227737
90,0.055474,-0.172263,0.233577
91,0.047445,-0.212409,0.242336
92,0.044526,-0.232117,0.240876
93,0.027737,-0.288321,0.239416
94,0.010219,-0.330657,0.229197
95,0.00365,-0.362044,0.206569
96,-0.006569,-0.386131,0.186131
97,-0.005839,-0.391241,0.178102
98,-0.032117,-0.405839,0.175912
99,-0.056934,-0.418978,0.164964
100,-0.059124,-0.418978,0.164964
101,-0.059124,-0.419708,0.164234
102,-0.078102,-0.423358,0.162774
103,-0.086861,-0.429927,0.156204
104,-0.123358,-0.436496,0.139416
105,-0.167883,-0.427007,0.141606
106,-0.19635,-0.415328,0.145985
107,-0.240876,-0.39781,0.128467
108,-0.278832,-0.369343,0.108029
109,-0.313869,-0.321168,0.092701
110,-0.328467,-0.286861,0.089051
111,-0.335036,-0.252555,0.083212
112,-0.336496,-0.239416,0.076642
113,-0.335036,-0.250365,0.068613
114,-0.321168,-0.3,0.047445
115,-0.278832,-0.355474,0.022628
116,-0.19708,-0.421168,0.028467
117,-0.109489,-0.441606,0.038686
118,-0.037956,-0.430657,0.035036
119,0.029197,-0.40073,0.043066
120,0.081022,-0.352555,0.069343
121,0.120438,-0.270073,0.083212
122,0.128467,-0.191241,0.081752
123,0.10365,-0.108029,0.054015
124,0.069343,-0.060584,0.027737
125,0.035036,-0.033577,0.016058
126,0.024088,-0.016788,0.049635
127,0.012409,-0.005839,0.072993
128,0.014599,-0.006569,0.071533
129,0.042336,-0.028467,0.051825
130,0.072993,-0.059854,0.045255
131,0.090511,-0.083942,0.045255
132,0.09635,-0.092701,0.048175
133,0.10146,-0.09708,0.073723
134,0.089051,-0.1,0.148175
135,0.037956,-0.132117,0.231387
136,-0.027737,-0.177372,0.278832
137,-0.086131,-0.188321,0.291241
138,-0.137226,-0.177372,0.290511
139,-0.178832,-0.20073,0.283942
140,-0.219708,-0.227007,0.267153
141,-0.231387,-0.221168,0.262044
142,-0.234307,-0.257664,0.253285
143,-0.239416,-0.30438,0.235766
144,-0.239416,-0.340876,0.209489
145,-0.242336,-0.367153,0.178102
146,-0.221898,-0.39927,0.148905
147,-0.19562,-0.415328,0.143796
148,-0.175912,-0.429927,0.108029
149,-0.171533,-0.432847,0.09781
150,-0.192701,-0.425547,0.067883
151,-0.222628,-0.40292,0.029197
152,-0.255474,-0.370073,0.008759
153,-0.269343,-0.352555,0.00219
154,-0.278832,-0.327737,-0.013869
155,-0.270073,-0.29708,-0.047445
156,-0.232847,-0.271533,-0.089781
157,-0.217518,-0.247445,-0.10365
158,-0.220438,-0.229927,-0.10292
159,-0.241606,-0.20073,-0.090511
160,-0.259124,-0.158394,-0.070073
161,-0.253285,-0.120438,-0.057664
162,-0.247445,-0.106569,-0.054745
163,-0.252555,-0.116058,-0.054745
164,-0.270803,-0.163504,-0.060584
165,-0.287591,-0.186131,-0.045255
166,-0.307299,-0.225547,-0.018978
167,-0.316058,-0.281752,0.020438
168,-0.308759,-0.316058,0.045255
169,-0.29562,-0.344526,0.072263
170,-0.259124,-0.384672,0.105839
171,-0.19781,-0.417518,0.134307
172,-0.089051,-0.424088,0.159124
173,0.008029,-0.378102,0.175182
174,0.010949,-0.360584,0.194161
175,0.008029,-0.345985,0.211679
176,-0.037956,-0.356204,0.229197
177,-0.110219,-0.418978,0.169343
178,-0.114599,-0.421898,0.166423
179,-0.129197,-0.430657,0.141606
180,-0.157664,-0.435766,0.1
181,-0.237226,-0.4,0.049635
182,-0.274453,-0.294161,-0.043066
183,-0.231387,-0.238686,-0.09635
184,-0.167883,-0.20292,-0.125547
185,-0.167883,-0.178102,-0.123358
186,-0.167153,-0.143796,-0.116058
187,-0.156934,-0.117518,-0.108759
188,-0.183212,-0.085401,-0.083942
189,-0.221168,-0.081022,-0.056934
190,-0.266423,-0.078102,-0.005839
191,-0.285401,-0.085401,0.024818
192,-0.30219,-0.108759,0.029197
193,-0.317518,-0.145255,0.033577
194,-0.332117,-0.19854,0.049635
195,-0.332117,-0.246715,0.058394
196,-0.307299,-0.327007,0.09562
197,-0.264234,-0.375182,0.127737
198,-0.239416,-0.389781,0.141606
199,-0.240876,-0.389051,0.141606
200,-0.239416,-0.391971,0.135766
201,-0.234307,-0.394161,0.140876
202,-0.231387,-0.391241,0.151095
203,-0.227007,-0.387591,0.165693
204,-0.219708,-0.378832,0.184672
205,-0.192701,-0.375182,0.208759
206,-0.167153,-0.377372,0.216788
207,-0.140146,-0.384672,0.217518
208,-0.113139,-0.391971,0.210949
209,-0.089051,-0.388321,0.213139
210,-0.072263,-0.385401,0.213139
211,-0.080292,-0.386861,0.213139
212,-0.114599,-0.39708,0.205109
213,-0.137956,-0.39927,0.20219
214,-0.156934,-0.39635,0.20073
215,-0.212409,-0.373723,0.19781
216,-0.235036,-0.348905,0.207299
217,-0.258394,-0.30438,0.218978
218,-0.3,-0.227737,0.19927
219,-0.313869,-0.181752,0.175182
220,-0.309489,-0.135036,0.153285
221,-0.3,-0.112409,0.148905
222,-0.291971,-0.09781,0.149635
223,-0.281752,-0.078832,0.140876
224,-0.275912,-0.065693,0.135766
225,-0.265693,-0.055474,0.130657
226,-0.256204,-0.043066,0.122628
227,-0.244526,-0.029197,0.108029
228,-0.237226,-0.023358,0.094891
229,-0.221898,-0.013139,0.094891
230,-0.206569,-0.00365,0.09635
231,-0.209489,-0.005109,0.10073
232,-0.183942,0.00365,0.118248
233,-0.070803,0.008029,0.146715
234,-0.018248,-0.008029,0.151095
235,-0.052555,0.005839,0.144526
236,-0.163504,0.010219,0.112409
237,-0.271533,-0.059854,0.044526
238,-0.282482,-0.346715,0.020438
239,-0.293431,-0.343796,0.045255
240,-0.292701,-0.348175,0.061314
241,-0.260584,-0.384672,0.071533
242,-0.19854,-0.424818,0.078102
243,-0.159124,-0.437956,0.077372
244,-0.114599,-0.442336,0.075912
245,-0.070073,-0.437956,0.089781
246,-0.018978,-0.406569,0.149635
247,0.085401,-0.276642,0.173723
248,0.107299,-0.162044,0.145255
249,0.083942,-0.170803,0.190511
250,0.10219,-0.150365,0.156934
251,0.039416,-0.110219,0.213869
252,0.065693,-0.080292,0.162044
253,-0.054015,-0.008759,0.171533
254,-0.117518,0.010219,0.139416
255,-0.205109,-0.005839,0.059854
256,-0.243066,-0.043066,0.018978
257,-0.264234,-0.069343,0.00219
258,-0.275182,-0.09781,-0.014599
