Timestamp,X_Accel_g,Y_Accel_g,Z_Accel_g
0,0.123047,0.000488,-1.024414
1,0.099121,-0.036621,-1.048828
2,0.138184,-0.095215,-1.026855
3,0.215332,-0.213867,-0.940918
4,0.280762,-0.351562,-0.898926
5,0.372559,-0.438477,-0.80127
6,0.385254,-0.762695,-0.568359
7,0.110352,-0.88623,-0.679688
8,0.155762,-0.682617,-0.63623
9,-0.119629,-0.894531,-0.526367
10,-0.234863,-0.904297,-0.441895
11,-0.329102,-0.791504,-0.541992
12,-0.289551,-0.944336,-0.437012
13,-0.493164,-0.660156,-0.580566
14,-0.435059,-0.644531,-0.565918
15,-0.37207,-0.612793,-0.671387
16,-0.361328,-0.541504,-0.754395
17,-0.324219,-0.420898,-0.828613
18,-0.230957,-0.297363,-0.887695
19,-0.202148,-0.298828,-0.939941
20,-0.192383,-0.294922,-0.936523
21,-0.211914,-0.226074,-1.013672
22,-0.229492,-0.155273,-1.023438
23,-0.181152,-0.047363,-0.998535
24,-0.169922,0.042969,-0.97998
25,-0.199219,0.080078,-1.006836
26,-0.207031,0.090332,-0.970215
27,-0.236328,0.159668,-0.979004
28,-0.253418,0.209473,-0.965332
29,-0.300781,0.235352,-0.95752
30,-0.413574,0.216309,-0.967285
31,-0.450684,0.136719,-0.939941
32,-0.518066,0.103027,-0.905273
33,-0.530762,0.16748,-0.893555
34,-0.537109,0.022461,-0.844238
35,-0.539551,-0.03125,-0.842285
36,-0.561035,-0.351562,-0.744629
37,-0.530273,-0.583496,-0.489258
38,-0.546387,-0.812012,-0.376953
39,-0.523438,-0.723145,-0.178223
40,-0.40332,-0.88623,-0.061035
41,-0.501953,-0.886719,-0.039062
42,-0.558105,-0.861328,0.020508
43,-0.587891,-0.854004,0.078613
44,-0.660156,-0.755859,0.069336
45,-1.071289,-1.087402,0.601562
46,-0.775391,-0.686523,0.005859
47,-0.643066,-0.588867,-0.047363
48,-0.754883,-0.617676,-0.069336
49,-0.658203,-0.679688,-0.131348
50,-0.652344,-0.760742,-0.15918
51,-0.438477,-0.804199,-0.096191
52,-0.182129,-0.897949,-0.640137
53,0.044434,-0.65625,-0.801758
54,0.422852,-0.44043,-0.765625
55,0.95752,-0.21875,-0.561035
56,0.881836,0.036621,-0.421875
57,0.768555,-0.357422,-0.337402
58,0.748535,-0.148926,-0.196289
59,0.906738,-0.270996,0.169434
