Timestamp,X_Mag_Ga,Y_Mag_Ga,Z_Mag_Ga
0,0.094161,-0.269343,-0.051095
1,0.09562,-0.269343,-0.057664
2,0.09708,-0.269343,-0.064234
3,0.09927,-0.270073,-0.071533
4,0.09635,-0.273723,-0.077372
5,0.09635,-0.278102,-0.081022
6,0.094161,-0.278832,-0.082482
7,0.094891,-0.280292,-0.082482
8,0.094161,-0.281752,-0.082482
9,0.092701,-0.282482,-0.082482
10,0.091971,-0.285401,-0.083212
11,0.090511,-0.285401,-0.083942
12,0.091241,-0.285401,-0.083942
13,0.089781,-0.287591,-0.085401
14,0.087591,-0.291971,-0.084672
15,0.087591,-0.290511,-0.081752
16,0.091241,-0.286861,-0.080292
17,0.090511,-0.284672,-0.078832
18,0.090511,-0.284672,-0.073723
19,0.089781,-0.284672,-0.070073
20,0.089781,-0.285401,-0.065693
21,0.091971,-0.287591,-0.057664
22,0.092701,-0.30292,-0.043066
23,0.086131,-0.313869,-0.032847
24,0.078102,-0.324818,-0.032117
25,0.075182,-0.329197,-0.022628
26,0.075912,-0.335766,-0.010219
27,0.070803,-0.343066,-0.00292
28,0.062044,-0.354015,0.00219
29,0.043796,-0.372993,0.00365
30,0.024088,-0.391241,0.010949
31,0.005109,-0.405109,0.016058
32,-0.00365,-0.410949,0.018978
33,-0.011679,-0.416788,0.024818
34,-0.022628,-0.423358,0.029927
35,-0.035036,-0.429197,0.037956
36,-0.041606,-0.432847,0.042336
37,-0.053285,-0.435766,0.048175
38,-0.069343,-0.437956,0.050365
39,-0.084672,-0.441606,0.051095
40,-0.088321,-0.442336,0.050365
41,-0.09635,-0.442336,0.054745
42,-0.108029,-0.443796,0.058394
43,-0.115328,-0.443066,0.062774
44,-0.125547,-0.443796,0.065693
45,-0.135036,-0.443796,0.068613
46,-0.148175,-0.441606,0.070803
47,-0.163504,-0.439416,0.071533
48,-0.182482,-0.433577,0.072263
49,-0.205109,-0.426277,0.068613
50,-0.223358,-0.416788,0.063504
51,-0.231387,-0.410949,0.058394
52,-0.240146,-0.405109,0.051825
53,-0.246715,-0.39854,0.046715
54,-0.252555,-0.392701,0.037226
55,-0.260584,-0.381022,0.024818
56,-0.262044,-0.373723,0.008029
57,-0.259124,-0.364964,-0.009489
58,-0.253285,-0.364964,-0.022628
59,-0.230657,-0.371533,-0.039416
60,-0.191241,-0.389051,-0.045255
61,-0.170803,-0.39781,-0.043066
62,-0.159854,-0.39635,-0.049635
63,-0.152555,-0.39635,-0.051095
64,-0.139416,-0.39781,-0.053285
65,-0.121898,-0.40146,-0.050365
66,-0.1,-0.405839,-0.043796
67,-0.076642,-0.410949,-0.035036
68,-0.058394,-0.410949,-0.025547
69,-0.036496,-0.410219,-0.013139
70,-0.010219,-0.407299,0.005109
71,0.005109,-0.405839,0.026277
72,0.010949,-0.40438,0.040146
73,0.010949,-0.40438,0.038686
74,0.008759,-0.405109,0.034307
75,0.00438,-0.407299,0.031387
76,-0.005109,-0.410949,0.028467
77,-0.018978,-0.417518,0.026277
78,-0.028467,-0.418248,0.017518
79,-0.038686,-0.421168,0.016788
80,-0.047445,-0.424818,0.020438
81,-0.061314,-0.432117,0.031387
82,-0.075912,-0.436496,0.047445
83,-0.09927,-0.440876,0.072263
84,-0.113139,-0.441606,0.090511
85,-0.124088,-0.440146,0.10365
