Timestamp,X_Accel_g,Y_Accel_g,Z_Accel_g
0,0.038574,-0.001465,-1.045898
1,0.015625,0.022949,-1.058105
2,-0.069336,-0.083984,-1.021484
3,-0.057617,-0.022949,-0.937988
4,-0.15332,0.255859,-0.919922
5,-0.328613,0.378906,-0.908203
6,-0.364746,0.395508,-0.851074
7,-0.347656,0.464844,-0.813965
8,-0.244629,0.672363,-0.769531
9,-0.177246,0.761719,-0.771973
10,0.065918,0.730957,-0.726074
11,0.135742,0.720215,-0.714355
12,0.264648,0.696777,-0.687988
13,0.340332,0.710938,-0.659668
14,0.425293,0.704102,-0.70166
15,0.442383,0.633301,-0.662598
16,0.543945,0.596191,-0.624512
17,0.487305,0.459961,-0.800293
18,0.496094,0.339844,-0.905273
19,0.449219,0.187988,-0.938965
20,0.365723,0.063965,-0.98291
21,0.393066,-0.047852,-0.976074
22,0.416504,-0.200195,-0.931152
23,0.480957,-0.350098,-0.867188
24,0.562988,-0.416504,-0.811523
25,0.60498,-0.408691,-0.769043
26,0.616699,-0.369141,-0.759277
27,0.644531,-0.360352,-0.74707
28,0.660156,-0.353516,-0.72998
29,0.698242,-0.315918,-0.737305
30,0.672363,-0.141602,-0.803223
31,0.57373,-0.035645,-0.883301
32,0.547852,0.139648,-0.92627
33,0.520996,0.25293,-0.959473
34,0.407227,0.342773,-0.90625
35,0.339355,0.365723,-0.927246
36,0.354492,0.352539,-0.90918
37,0.403809,0.353516,-0.961426
38,0.421875,0.314941,-0.884766
39,0.484863,0.248047,-0.947266
40,0.604004,0.220703,-0.851562
41,0.513672,0.175293,-0.918457
42,0.423828,0.188477,-0.969727
43,0.51416,0.06543,-0.960449
44,0.434082,0.124512,-0.880371
45,0.408691,0.127441,-0.963379
46,0.529785,0.121094,-0.83252
47,0.509277,0.228027,-0.921875
48,0.568359,0.037109,-0.905273
49,0.589355,-0.046387,-0.850586
50,0.502441,-0.084473,-0.93457
51,0.591797,-0.240723,-0.85791
52,0.583008,-0.266113,-0.787598
53,0.520996,-0.342773,-0.786133
54,0.550293,-0.435059,-0.786621
55,0.388672,-0.282715,-1.071777
56,0.388184,-0.459961,-0.755371
57,0.322266,-0.40918,-0.871582
58,0.245117,-0.42334,-0.803223
59,0.326172,-0.436035,-0.962402
60,0.267578,-0.453125,-0.955566
61,0.211426,-0.414551,-0.967773
62,0.38623,-0.484863,-0.943848
63,0.186035,-0.264648,-0.923828
64,0.366211,-0.297852,-0.998535
65,0.32666,-0.250977,-0.988281
66,0.18457,-0.158203,-0.994629
67,0.088867,-0.095215,-1.053223
68,0.062012,-0.146973,-1.061523
69,0.006348,0.007324,-1.01709
70,-0.036133,0.008789,-1.062988
71,-0.060059,0.081543,-1.040039
72,-0.064941,-0.047852,-1.056641
73,0.015137,0.06543,-1.058105
74,0.046387,0.126465,-1.078613
75,0.12207,0.289062,-0.974609
76,0.158691,0.496582,-0.842285
77,0.243652,0.644043,-0.745117
78,0.306641,0.773926,-0.60498
79,0.344727,0.854004,-0.42041
80,0.338379,0.962891,-0.195801
81,0.263672,0.98291,-0.107422
82,0.239258,0.966309,-0.054199
83,0.144531,1.000488,-0.024414
84,-0.001953,1.01123,0.006348
85,-0.058105,0.986328,-0.035156
86,-0.142578,0.931152,-0.036133
87,-0.254395,0.914062,-0.123535
88,-0.347656,0.911133,-0.145508
89,-0.234863,0.909668,-0.164551
90,-0.33252,0.969238,-0.461426
91,-0.394043,0.90918,-0.433105
92,-0.369141,0.919434,-0.243652
93,-0.453613,0.809082,-0.431152
94,-0.479492,0.736328,-0.436523
95,-0.650879,0.582031,-0.522461
96,-0.933105,0.187012,-0.535156
97,-0.685547,-0.423828,-0.642578
98,-0.556641,-0.345215,-0.600586
99,-0.299805,-0.563965,-0.669922
100,-0.15918,-0.888672,-0.579102
101,0.018066,-0.895508,-0.565918
102,0.197266,-0.833984,-0.626465
103,-0.274414,-2.094727,-0.312988
104,0.246094,-0.818848,-0.619141
105,0.314941,-0.770996,-0.601074
106,0.438477,-0.702637,-0.56543
107,0.644043,-0.659668,-0.54541
108,0.651855,-0.571777,-0.660156
109,0.658691,-0.546387,-0.637695
110,0.61377,-0.584961,-0.677734
111,0.524902,-0.655273,-0.608887
112,0.424805,-0.712402,-0.641113
113,0.340332,-0.772461,-0.602539
114,0.23584,-0.837891,-0.565918
115,0.171387,-0.857422,-0.540039
116,0.068359,-0.893555,-0.526367
117,-0.041504,-0.879395,-0.541016
118,-0.110352,-0.854004,-0.532227
119,-0.123535,-0.851074,-0.54248
120,-0.108398,-0.79834,-0.544434
121,-0.321777,-0.731934,-0.575684
122,-0.538086,-0.628418,-0.58252
123,-0.692871,-0.585449,-0.560059
124,-0.757324,-0.400879,-0.540039
125,-0.839355,-0.215332,-0.518066
126,-0.834473,-0.049316,-0.507812
127,-0.814453,0.161133,-0.494141
128,-0.815918,0.282227,-0.541504
129,-0.77832,0.326172,-0.462402
130,-0.790039,0.200195,-0.498535
131,-0.83252,-0.034668,-0.474121
132,-0.837402,-0.154785,-0.440918
133,-0.898438,-0.37207,-0.345703
134,-0.752441,-0.48877,-0.370605
135,-0.780273,-0.531738,-0.320801
136,-0.830078,-0.399414,-0.285156
137,-0.922363,-0.267578,-0.251953
138,-1.026367,0.01416,-0.120117
139,-0.973145,0.291016,0.062988
140,-0.85498,0.382812,0.103516
141,-0.765137,0.582031,0.220703
142,-0.576172,0.630371,0.283203
143,-0.616211,0.699707,0.291504
144,-0.436035,0.640625,0.50293
145,-0.389648,0.556152,0.60791
146,-0.306641,0.536621,0.526855
147,-0.276855,0.411621,0.881348
148,-0.234863,0.263184,0.665527
149,-0.177734,0.283203,0.966797
150,-0.118652,0.220215,0.883789
151,-0.461426,0.5,0.815918
152,-0.054688,-0.04541,0.870605
153,0.071289,-0.196777,0.955566
154,0.148438,-0.213379,0.921875
155,0.264648,-0.405762,0.795898
156,0.334961,-0.251465,0.834473
157,0.226562,-0.125977,0.9375
158,0.040039,-0.284668,1.013184
159,0.088867,-0.169434,0.887207
160,0.00293,-0.327637,0.908691
161,-0.083496,-0.319824,1.005859
162,-0.460938,-0.584473,0.687988
163,-0.291504,-0.668457,0.682617
164,-0.304688,-0.745117,0.54541
165,-0.286621,-0.763672,0.491699
166,-0.375977,-0.843262,0.493652
167,-0.398926,-0.85498,0.228027
168,-0.358398,-0.931152,0.169922
169,-0.325684,-0.997559,0.039062
170,-0.251953,-0.953125,0.081055
171,-0.157715,-0.995117,-0.012695
172,-0.222656,-0.937988,-0.062988
173,-0.351074,-0.839355,0.001465
174,-0.500977,-0.863281,0.00293
175,-0.500977,-0.844727,0.120605
176,-0.618652,-0.734863,0.227539
177,-0.924805,-0.705078,0.211914
178,-0.805176,-0.604004,0.083496
179,-0.836426,-0.509277,0.006348
180,-0.802734,-0.362793,-0.131836
181,-0.92627,-0.338379,-0.259277
182,-0.964355,-0.317871,-0.200195
183,-0.885742,-0.430664,-0.001953
184,-0.743652,-0.540527,0.181152
185,-0.637207,-0.795898,0.286133
186,-0.468262,-0.84668,0.306152
187,-0.35498,-0.86084,0.316406
188,-0.327637,-0.82373,0.269531
189,-0.239746,-0.926758,0.228516
190,-0.335938,-0.90625,0.138672
191,-0.703125,-0.842285,0.122559
192,-0.653809,-0.69873,-0.112793
193,-0.703613,-0.579102,-0.191406
194,-0.78418,-0.580566,-0.027832
195,-0.788086,-0.450195,0.087891
196,-0.827148,-0.192383,-0.473633
197,-0.812988,-0.135254,-0.689453
198,-0.660645,0.135254,-0.774902
199,-0.529785,0.27832,-0.890137
200,-0.273438,0.344727,-0.934082
201,-0.140625,0.34668,-1.0
202,0.435547,0.415039,-0.92041
203,0.557129,0.601562,-0.793945
204,0.515625,0.671387,-0.621582
205,0.515625,0.687988,-0.51416
206,0.510254,0.723145,-0.48291
207,0.569336,0.688477,-0.500977
208,0.625,0.662109,-0.558105
209,0.699707,0.558105,-0.705078
210,0.666504,0.518066,-0.627441
211,0.708008,0.402344,-0.708984
212,0.702637,0.161133,-0.731934
213,0.748047,0.156738,-0.737793
214,0.766602,0.101562,-0.685547
215,0.788574,0.099609,-0.723633
216,0.708008,0.217773,-0.744141
217,0.706543,0.157227,-0.707031
218,0.733398,0.223145,-0.803223
219,0.691895,0.195801,-0.767578
220,0.659668,0.235352,-0.764648
221,0.599121,0.294434,-0.80957
222,0.541016,0.421875,-0.756348
