Timestamp,X_Mag_Ga,Y_Mag_Ga,Z_Mag_Ga
0,0.078832,-0.077372,0.121168
1,0.078832,-0.076642,0.121898
2,0.078102,-0.077372,0.123358
3,0.078102,-0.077372,0.121898
4,0.080292,-0.078832,0.119708
5,0.081022,-0.078102,0.118978
6,0.083212,-0.078832,0.116788
7,0.081752,-0.076642,0.116058
8,0.082482,-0.075912,0.116788
9,0.081022,-0.078832,0.117518
10,0.081022,-0.079562,0.118978
11,0.081022,-0.081022,0.119708
12,0.082482,-0.081752,0.120438
13,0.081752,-0.083942,0.121898
14,0.081022,-0.085401,0.125547
15,0.081752,-0.086131,0.127007
16,0.082482,-0.088321,0.129197
17,0.083212,-0.091971,0.131387
18,0.087591,-0.1,0.128467
19,0.09562,-0.109489,0.121168
20,0.10365,-0.125547,0.116058
21,0.110219,-0.143796,0.109489
22,0.116788,-0.173723,0.10365
23,0.119708,-0.19708,0.09927
24,0.118978,-0.213869,0.09708
25,0.118248,-0.227737,0.09854
26,0.116058,-0.241606,0.1
27,0.113139,-0.254015,0.10219
28,0.116788,-0.241606,0.10292
29,0.119708,-0.218978,0.10146
30,0.120438,-0.188321,0.09562
31,0.115328,-0.154745,0.09708
32,0.107299,-0.123358,0.09854
33,0.089781,-0.088321,0.09781
34,0.055474,-0.043066,0.094891
35,0.027007,-0.017518,0.089781
36,0.00365,-0.005109,0.084672
37,-0.021898,0.006569,0.081752
38,-0.051825,0.014599,0.076642
39,-0.077372,0.020438,0.075182
40,-0.110219,0.021168,0.074453
41,-0.138686,0.016788,0.078102
42,-0.122628,0.018978,0.080292
43,-0.110949,0.020438,0.079562
44,-0.091971,0.021168,0.082482
45,-0.048175,0.013869,0.087591
46,-0.016788,0.00292,0.087591
47,0.005839,-0.005839,0.089781
48,0.027737,-0.021168,0.094161
49,0.054745,-0.044526,0.09854
50,0.082482,-0.077372,0.09708
51,0.09635,-0.09927,0.094891
52,0.110949,-0.131387,0.088321
53,0.118978,-0.167883,0.077372
54,0.120438,-0.219708,0.059124
55,0.110219,-0.264964,0.046715
56,0.09635,-0.30073,0.042336
57,0.085401,-0.317518,0.037956
58,0.067153,-0.342336,0.037226
59,0.055474,-0.356934,0.032847
60,0.059124,-0.351095,0.032847
61,0.078102,-0.327007,0.036496
62,0.108029,-0.268613,0.040146
63,0.116058,-0.240876,0.041606
64,0.118978,-0.223358,0.043066
65,0.118978,-0.19781,0.043066
66,0.118978,-0.187591,0.043066
67,0.117518,-0.168613,0.046715
68,0.113869,-0.140876,0.049635
69,0.09562,-0.09708,0.057664
70,0.082482,-0.075912,0.061314
71,0.063504,-0.048905,0.068613
72,0.037956,-0.025547,0.075182
73,0.008029,-0.005109,0.082482
74,-0.022628,0.005839,0.086861
75,-0.056934,0.016058,0.093431
76,-0.087591,0.020438,0.10073
77,-0.113869,0.017518,0.108759
78,-0.137226,0.013869,0.114599
79,-0.158394,0.008029,0.121898
80,-0.181752,-0.00292,0.127737
81,-0.19708,-0.010949,0.136496
82,-0.20219,-0.014599,0.137956
83,-0.208029,-0.017518,0.138686
84,-0.205839,-0.015328,0.138686
85,-0.19854,-0.012409,0.137226
86,-0.184672,-0.005109,0.134307
87,-0.170073,0.00073,0.135766
88,-0.151095,0.00438,0.139416
89,-0.124088,0.010219,0.136496
90,-0.029197,0.00438,0.121168
91,0.00219,-0.010219,0.117518
92,0.024818,-0.022628,0.114599
93,0.040876,-0.033577,0.111679
94,0.060584,-0.050365,0.106569
95,0.073723,-0.063504,0.09781
96,0.081752,-0.073723,0.092701
97,0.091971,-0.091241,0.086131
98,0.105839,-0.117518,0.073723
99,0.113139,-0.138686,0.064234
100,0.116788,-0.157664,0.051825
101,0.118248,-0.181022,0.044526
102,0.118978,-0.20292,0.037956
103,0.117518,-0.211679,0.030657
104,0.116788,-0.226277,0.029927
105,0.109489,-0.247445,0.022628
106,0.105839,-0.256204,0.017518
107,0.10438,-0.259854,0.016058
108,0.10219,-0.272263,0.018248
109,0.09927,-0.284672,0.027007
110,0.093431,-0.29635,0.022628
111,0.083212,-0.311679,0.017518
112,0.075912,-0.320438,0.011679
113,0.061314,-0.335036,0.00438
114,0.054015,-0.342336,-0.00073
115,0.065693,-0.329197,0.00146
116,0.081022,-0.308759,0.00438
117,0.10438,-0.265693,0.013869
118,0.113869,-0.226277,0.022628
119,0.116788,-0.19562,0.024088
120,0.114599,-0.164234,0.029927
121,0.112409,-0.151095,0.031387
122,0.108759,-0.145985,0.029927
123,0.115328,-0.176642,0.022628
124,0.112409,-0.207299,0.013869
125,0.109489,-0.228467,0.010949
126,0.108759,-0.246715,0.013869
127,0.110949,-0.263504,0.043066
128,0.105839,-0.283942,0.091971
