Timestamp,X_Mag_Ga,Y_Mag_Ga,Z_Mag_Ga
636,0.051095,-0.058394,0.154745
637,0.072993,-0.089051,0.158394
638,0.089051,-0.119708,0.156204
639,0.10219,-0.151095,0.151825
640,0.109489,-0.179562,0.145255
641,0.116058,-0.217518,0.127007
642,0.114599,-0.245985,0.117518
643,0.092701,-0.311679,0.105109
644,0.040146,-0.374453,0.1
645,-0.020438,-0.413869,0.089781
646,-0.082482,-0.431387,0.087591
647,-0.144526,-0.428467,0.086861
648,-0.19562,-0.415328,0.083212
649,-0.215328,-0.405109,0.075182
650,-0.251095,-0.381022,0.073723
651,-0.280292,-0.351825,0.070073
652,-0.309489,-0.30146,0.049635
653,-0.317518,-0.273723,0.040876
654,-0.325547,-0.228467,0.037226
655,-0.325547,-0.194161,0.035036
656,-0.324088,-0.19781,0.031387
657,-0.324818,-0.254745,0.051095
658,-0.313139,-0.29781,0.070073
659,-0.305109,-0.316058,0.074453
660,-0.291971,-0.340146,0.078832
661,-0.269343,-0.366423,0.080292
662,-0.247445,-0.384672,0.079562
663,-0.220438,-0.40365,0.081752
664,-0.20219,-0.413139,0.085401
665,-0.179562,-0.421168,0.083212
666,-0.153285,-0.428467,0.081022
667,-0.145985,-0.429927,0.081752
668,-0.140876,-0.429927,0.081022
669,-0.137956,-0.430657,0.081752
670,-0.135766,-0.431387,0.079562
671,-0.130657,-0.432117,0.078102
672,-0.127007,-0.432117,0.074453
673,-0.118248,-0.432117,0.075912
674,-0.09781,-0.432117,0.072993
675,-0.091241,-0.431387,0.074453
676,-0.083942,-0.431387,0.075912
677,-0.080292,-0.430657,0.078102
678,-0.062774,-0.427007,0.081752
679,-0.043066,-0.422628,0.087591
680,-0.035766,-0.418978,0.090511
681,-0.032847,-0.417518,0.090511
682,-0.013139,-0.409489,0.09635
683,0.014599,-0.393431,0.09927
684,0.033577,-0.378832,0.107299
685,0.048175,-0.364234,0.114599
686,0.059124,-0.350365,0.122628
687,0.072263,-0.327737,0.140146
688,0.077372,-0.305109,0.156204
689,0.079562,-0.281022,0.174453
690,0.072993,-0.265693,0.191241
691,0.070073,-0.232847,0.205839
692,0.066423,-0.20292,0.212409
693,0.064964,-0.175912,0.212409
694,0.062044,-0.148175,0.209489
695,0.055474,-0.127737,0.206569
696,0.045255,-0.105839,0.205109
697,0.034307,-0.088321,0.20438
698,0.027007,-0.075182,0.20146
699,0.016058,-0.056204,0.191971
700,0.00365,-0.043066,0.186861
701,-0.010949,-0.027007,0.177372
702,-0.015328,-0.021898,0.172993
703,-0.007299,-0.034307,0.183942
704,-0.00292,-0.038686,0.186131
705,0.008759,-0.045255,0.185401
706,0.013869,-0.046715,0.182482
707,0.024088,-0.051825,0.177372
708,0.035766,-0.051825,0.166423
709,0.045255,-0.047445,0.145255
710,0.051095,-0.045985,0.129927
711,0.056204,-0.043066,0.107299
712,0.059854,-0.045985,0.094891
713,0.059124,-0.043796,0.067883
714,0.045985,-0.029927,0.067153
715,0.021898,-0.011679,0.069343
716,-0.018978,0.007299,0.069343
717,-0.060584,0.019708,0.072263
718,-0.10438,0.022628,0.079562
719,-0.141606,0.018248,0.087591
720,-0.176642,0.008759,0.09781
721,-0.228467,-0.021168,0.105109
722,-0.278102,-0.070073,0.110219
723,-0.30438,-0.113869,0.121898
724,-0.317518,-0.147445,0.120438
725,-0.323358,-0.181022,0.123358
726,-0.321168,-0.213869,0.136496
727,-0.320438,-0.221898,0.135036
728,-0.321168,-0.237956,0.131387
729,-0.322628,-0.235766,0.129927
730,-0.322628,-0.236496,0.130657
731,-0.323358,-0.224088,0.127737
732,-0.324818,-0.218248,0.127007
