Timestamp,X_Accel_g,Y_Accel_g,Z_Accel_g
0,-0.939453,-0.135742,-0.308594
1,-0.931152,-0.092773,-0.308594
2,-0.925781,-0.066406,-0.290039
3,-0.916504,-0.051758,-0.13916
4,-0.912109,-0.005859,-0.298828
5,-0.944824,0.024414,-0.283203
6,-0.94873,0.064941,-0.269043
7,-0.930664,0.122559,-0.276855
8,-0.936035,0.161133,-0.275879
9,-0.92041,0.220703,-0.279785
10,-0.917969,0.256348,-0.292969
11,-0.893066,0.290527,-0.31543
12,-0.849609,0.37793,-0.328125
13,-0.820312,0.428223,-0.341797
14,-0.798828,0.463867,-0.349121
15,-0.791504,0.499512,-0.37207
16,-0.76416,0.505859,-0.344238
17,-0.729004,0.561035,-0.352051
18,-0.697266,0.618652,-0.337402
19,-0.696289,0.633789,-0.324219
20,-0.686523,0.678223,-0.33252
21,-0.640137,0.705078,-0.266602
22,-0.605469,0.73291,-0.239258
23,-0.586914,0.756836,-0.215332
24,-0.569824,0.791016,-0.186523
25,-0.520508,0.822754,-0.175293
26,-0.51709,0.820312,-0.16748
27,-0.516113,0.817383,-0.15625
28,-0.500488,0.864258,-0.134766
29,-0.499023,0.862793,-0.111328
30,-0.476562,0.886719,-0.095215
31,-0.391113,0.920898,-0.082031
32,-0.223633,0.97168,0.012207
33,-0.099609,0.988281,0.021973
34,-0.127441,0.988281,0.024414
35,-0.126953,0.998047,-0.008301
36,-0.121582,0.970703,0.033203
37,-0.124023,0.984863,0.038086
38,-0.11377,0.998535,0.032715
39,-0.102051,0.97998,0.057129
40,-0.236816,0.778809,-0.037109
41,-0.067871,0.993652,0.016113
42,-0.011719,0.994629,0.009766
43,0.039551,1.023438,-0.021484
44,0.079102,0.986816,0.015625
45,0.136719,0.999512,0.030762
46,0.186523,0.981445,0.108887
47,0.151855,0.940918,0.128906
48,0.130859,1.009277,0.07666
49,0.19043,0.964355,0.102539
50,0.228027,1.021484,0.006348
51,0.329102,0.923828,0.102539
52,0.331543,0.916992,0.08252
53,0.485352,0.883301,0.061523
54,0.48291,0.885254,0.086914
55,0.513672,0.894043,0.069336
56,0.618652,0.828125,0.116211
57,0.658203,0.769531,0.130859
58,0.67334,0.722168,0.132812
59,0.71875,0.691895,0.147949
60,0.716797,0.62793,0.166992
61,0.798828,0.620605,0.121094
62,0.826172,0.57666,0.147461
63,0.85498,0.546387,0.164551
64,0.854004,0.484863,0.211426
65,0.869629,0.464355,0.208008
66,0.881348,0.459473,0.207031
67,0.911621,0.397949,0.222168
68,0.909668,0.353027,0.246094
69,0.938965,0.327148,0.248047
70,0.932617,0.261719,0.27832
71,0.95459,0.209961,0.276367
72,0.962402,0.161133,0.298828
73,0.963867,0.122559,0.30127
74,0.966309,0.055664,0.324707
75,0.958008,-0.047852,0.348633
