Timestamp,X_Mag_Ga,Y_Mag_Ga,Z_Mag_Ga
0,0.037226,-0.089781,0.190511
1,0.042336,-0.09708,0.193431
2,0.051095,-0.106569,0.189051
3,0.066423,-0.125547,0.184672
4,0.078102,-0.151095,0.180292
5,0.082482,-0.168613,0.181752
6,0.088321,-0.186131,0.177372
7,0.094891,-0.20365,0.168613
8,0.09927,-0.218248,0.158394
9,0.10365,-0.229927,0.147445
10,0.108029,-0.241606,0.135766
11,0.108759,-0.246715,0.128467
12,0.110949,-0.253285,0.121898
13,0.109489,-0.260584,0.117518
14,0.110219,-0.268613,0.110949
15,0.109489,-0.273723,0.10073
16,0.109489,-0.280292,0.091241
17,0.110219,-0.283212,0.081752
18,0.110219,-0.285401,0.070803
19,0.107299,-0.287591,0.058394
20,0.105839,-0.291971,0.049635
21,0.105109,-0.292701,0.045985
22,0.10438,-0.292701,0.042336
23,0.10438,-0.292701,0.039416
24,0.10219,-0.29708,0.037226
25,0.10073,-0.29854,0.032117
26,0.09635,-0.305109,0.026277
27,0.092701,-0.308759,0.020438
28,0.091241,-0.310949,0.017518
29,0.089051,-0.313139,0.012409
30,0.086131,-0.316058,0.009489
31,0.081752,-0.318248,0.00292
32,0.078102,-0.321168,-0.00219
33,0.072993,-0.323358,-0.009489
34,0.069343,-0.326277,-0.016788
35,0.064234,-0.327737,-0.025547
36,0.058394,-0.328467,-0.034307
37,0.054015,-0.327007,-0.043066
38,0.053285,-0.322628,-0.048905
39,0.056934,-0.318248,-0.048175
40,0.057664,-0.313139,-0.051095
41,0.058394,-0.308759,-0.052555
42,0.061314,-0.305109,-0.051095
43,0.059124,-0.30438,-0.051825
44,0.062774,-0.29927,-0.050365
45,0.070803,-0.287591,-0.046715
46,0.073723,-0.272263,-0.048905
47,0.083942,-0.259854,-0.040876
48,0.094891,-0.247445,-0.031387
49,0.106569,-0.240146,-0.016058
50,0.110219,-0.236496,-0.009489
51,0.114599,-0.226277,-0.00146
52,0.119708,-0.219708,0.011679
53,0.123358,-0.216058,0.023358
54,0.124088,-0.213869,0.027737
55,0.123358,-0.213869,0.029927
56,0.124088,-0.214599,0.032847
57,0.124088,-0.213139,0.037956
58,0.124818,-0.209489,0.042336
59,0.124818,-0.205109,0.053285
60,0.124818,-0.20073,0.061314
61,0.124818,-0.19635,0.071533
62,0.124818,-0.19562,0.073723
63,0.124818,-0.19562,0.080292
64,0.123358,-0.193431,0.087591
65,0.121898,-0.191241,0.094161
66,0.118978,-0.186861,0.10073
67,0.116058,-0.186861,0.106569
68,0.116788,-0.189781,0.111679
69,0.113139,-0.188321,0.116058
70,0.115328,-0.19635,0.115328
71,0.112409,-0.19635,0.123358
72,0.111679,-0.19781,0.125547
73,0.109489,-0.19562,0.132117
74,0.106569,-0.193431,0.137226
75,0.105109,-0.193431,0.141606
76,0.105109,-0.19635,0.140146
77,0.10438,-0.19562,0.141606
78,0.10365,-0.194891,0.140876
79,0.10438,-0.192701,0.140876
80,0.10292,-0.191971,0.143066
81,0.10219,-0.191971,0.141606
82,0.10073,-0.191241,0.145985
83,0.09927,-0.187591,0.146715
84,0.09708,-0.183942,0.149635
85,0.09562,-0.184672,0.152555
86,0.094891,-0.183942,0.156204
87,0.094161,-0.184672,0.156934
88,0.094161,-0.188321,0.157664
89,0.093431,-0.191971,0.156204
90,0.093431,-0.191241,0.157664
91,0.094161,-0.194161,0.159124
92,0.091971,-0.189781,0.161314
93,0.091241,-0.186861,0.162044
94,0.090511,-0.186861,0.160584
95,0.091971,-0.191241,0.160584
96,0.094161,-0.20073,0.159854
97,0.094161,-0.20438,0.160584
98,0.09927,-0.231387,0.145255
99,0.1,-0.272993,0.125547
100,0.083942,-0.320438,0.113869
101,0.072263,-0.340876,0.115328
102,0.062774,-0.353285,0.113139
103,0.054015,-0.363504,0.110949
104,0.047445,-0.372263,0.108029
105,0.040876,-0.375912,0.111679
106,0.029197,-0.388321,0.110949
107,0.019708,-0.39562,0.110949
108,0.006569,-0.40365,0.113139
109,-0.00365,-0.410219,0.117518
110,-0.012409,-0.414599,0.120438
111,-0.020438,-0.417518,0.124088
112,-0.030657,-0.421898,0.126277
113,-0.036496,-0.423358,0.126277
114,-0.044526,-0.426277,0.127737
115,-0.060584,-0.430657,0.126277
116,-0.079562,-0.435766,0.127737
117,-0.09562,-0.437226,0.125547
118,-0.116788,-0.440146,0.125547
119,-0.124088,-0.438686,0.124088
120,-0.143796,-0.437956,0.125547
121,-0.170803,-0.430657,0.127007
122,-0.191971,-0.424818,0.127737
123,-0.20219,-0.419708,0.130657
124,-0.217518,-0.412409,0.132847
125,-0.228467,-0.405109,0.134307
126,-0.237226,-0.4,0.134307
127,-0.245255,-0.394891,0.132117
128,-0.251825,-0.386861,0.137226
129,-0.259854,-0.380292,0.136496
130,-0.269343,-0.371533,0.135036
131,-0.278102,-0.362044,0.131387
132,-0.286131,-0.352555,0.132847
133,-0.29562,-0.341606,0.129197
134,-0.307299,-0.321898,0.129197
135,-0.318248,-0.29635,0.129197
136,-0.324088,-0.278102,0.129197
137,-0.327737,-0.265693,0.127737
138,-0.330657,-0.247445,0.126277
139,-0.332117,-0.220438,0.124088
140,-0.331387,-0.2,0.123358
141,-0.326277,-0.174453,0.121898
142,-0.317518,-0.146715,0.120438
143,-0.309489,-0.122628,0.116788
144,-0.29781,-0.10146,0.115328
145,-0.283942,-0.084672,0.116058
146,-0.268613,-0.064964,0.116058
147,-0.251825,-0.051095,0.117518
148,-0.231387,-0.035036,0.117518
149,-0.20219,-0.018978,0.125547
150,-0.170803,-0.008029,0.131387
151,-0.145985,-0.00438,0.136496
152,-0.122628,-0.00365,0.143066
153,-0.091241,-0.00438,0.142336
154,-0.061314,-0.006569,0.139416
155,-0.039416,-0.010949,0.133577
156,-0.025547,-0.015328,0.129197
157,-0.008029,-0.023358,0.123358
158,0.006569,-0.027737,0.115328
159,0.015328,-0.031387,0.105839
160,0.024088,-0.035766,0.091971
161,0.032847,-0.040876,0.076642
162,0.035766,-0.045255,0.064964
163,0.035766,-0.047445,0.052555
164,0.032117,-0.046715,0.041606
165,0.029927,-0.048905,0.027737
166,0.027737,-0.054015,0.008759
167,0.024818,-0.064964,-0.010949
168,0.018978,-0.070073,-0.025547
169,0.013139,-0.074453,-0.037226
170,0.0,-0.071533,-0.045255
171,-0.010949,-0.068613,-0.048905
172,-0.022628,-0.063504,-0.051825
173,-0.035766,-0.055474,-0.048905
