Timestamp,X_Accel_g,Y_Accel_g,Z_Accel_g linked with dados_accel_25_08_full
739,0.180176,0.963867,0.237305
740,0.314453,0.966309,0.155273
741,0.331543,0.932617,0.096191
742,0.414551,0.918945,0.094238
743,0.51123,0.868164,0.033203
744,0.485352,0.885742,-0.037109
745,0.575684,0.855469,-0.056152
746,0.620117,0.79248,-0.137695
747,0.665039,0.753906,-0.21875
748,0.695312,0.724609,-0.283691
749,0.668457,0.726074,-0.334473
750,0.702148,0.679688,-0.38916
751,0.672363,0.66748,-0.428711
752,0.63916,0.586426,-0.503418
753,0.631836,0.578613,-0.574219
754,0.587402,0.533203,-0.665039
755,0.484863,0.395996,-0.813477
756,0.407227,0.388184,-0.876465
757,0.321777,0.302734,-0.941895
758,0.374512,0.276855,-0.961426
759,0.071289,0.064941,-1.033691
760,0.160156,0.000488,-0.991211
761,0.179199,-0.198242,-0.969238
762,0.226562,-0.28418,-0.981445
763,0.26416,-0.441895,-0.869141
764,0.331543,-0.50293,-0.825684
765,0.378906,-0.576172,-0.758789
766,0.401855,-0.580078,-0.756836
767,0.475098,-0.572266,-0.719238
768,0.53125,-0.554688,-0.721191
769,0.609863,-0.519531,-0.663086
770,0.649414,-0.529297,-0.619141
771,0.658691,-0.533203,-0.631836
772,0.695312,-0.51123,-0.573242
773,0.744629,-0.496094,-0.533691
774,0.842773,-0.403809,-0.37793
775,0.883789,-0.41748,-0.435547
776,0.929199,-0.321289,-0.328613
777,0.976562,-0.190918,-0.253906
778,0.992676,-0.111328,-0.175781
779,1.016113,-0.069824,-0.088379
780,1.018555,0.010742,0.040039
781,1.005859,0.066406,0.11377
782,0.986816,0.049316,0.153809
783,1.033203,-0.023926,0.220215
784,0.985352,-0.05957,0.216309
785,0.985352,-0.125977,0.220215
786,0.981445,-0.214844,0.231445
787,0.990723,-0.286621,0.201172
788,0.925781,-0.39502,0.135742
789,0.880371,-0.510254,0.126465
790,0.818848,-0.602539,0.055664
791,0.727539,-0.728027,0.032715
792,0.647461,-0.793945,-0.033691
793,0.60498,-0.852539,-0.053711
794,0.595215,-0.842773,-0.166504
795,0.663086,-0.78125,-0.229004
796,0.65332,-0.703613,-0.345703
797,0.618652,-0.614258,-0.570312
798,0.500977,-0.541504,-0.742676
799,0.374023,-0.468262,-0.85791
800,0.284668,-0.406738,-0.919434
801,0.206055,-0.354004,-0.964355
802,0.236328,-0.304199,-0.986328
803,0.189941,-0.233398,-0.976562
804,0.172852,-0.203125,-1.002441
805,0.181152,-0.180176,-1.004395
806,0.119629,-0.112305,-0.987305
807,0.089355,-0.099121,-1.045898
808,-0.003418,-0.041016,-1.043945
809,-0.055176,-0.006836,-1.018066
810,-0.095215,0.044922,-1.022949
811,-0.090332,0.128418,-0.969238
812,-0.287598,0.216309,-0.967773
813,-0.37793,0.322266,-0.89209
814,-0.426758,0.406738,-0.802246
815,-0.489746,0.459961,-0.744141
816,-0.580566,0.486816,-0.720703
817,-0.509277,0.492188,-0.707031
818,-0.548828,0.493652,-0.737305
819,-0.564453,0.497559,-0.635254
820,-0.51709,0.529785,-0.595703
821,-0.605957,0.522949,-0.560547
822,-0.647461,0.527344,-0.526855
823,-0.671875,0.572754,-0.461914
824,-0.663574,0.610352,-0.414062
825,-0.657715,0.602539,-0.387695
826,-0.696289,0.534668,-0.366211
827,-0.777832,0.419922,-0.45752
828,-0.815918,0.318848,-0.476562
829,-0.823242,0.22168,-0.494141
830,-0.824707,0.133301,-0.546387
831,-0.822754,0.036621,-0.583008
832,-0.775391,-0.111328,-0.550293
833,-0.762207,-0.226074,-0.64209
834,-0.755859,-0.273438,-0.619629
835,-0.732422,-0.254883,-0.567871
836,-0.768555,-0.324707,-0.557129
837,-0.672363,-0.399902,-0.546875
838,-0.645508,-0.472168,-0.494629
839,-0.65918,-0.46582,-0.487793
840,-0.660645,-0.479492,-0.54541
841,-0.694824,-0.633301,-0.459961
842,-0.616211,-0.62793,-0.450195
843,-0.672363,-0.680664,-0.342773
844,-0.633301,-0.691895,-0.285645
845,-0.581055,-0.758301,-0.358398
846,-0.483887,-0.789062,-0.413574
847,-0.458008,-0.734863,-0.489258
848,-0.411621,-0.681641,-0.632812
849,-0.481934,-0.600586,-0.644531
850,-0.474121,-0.541016,-0.668945
851,-0.431641,-0.515137,-0.776855
852,-0.381836,-0.504395,-0.791016
853,-0.394043,-0.431641,-0.826172
854,-0.442871,-0.475586,-0.715332
855,-0.402832,-0.389648,-0.855957
856,-0.459961,-0.308105,-0.82666
857,-0.511719,-0.262695,-0.835938
858,-0.447266,-0.233398,-0.812988
859,-0.486328,-0.281738,-0.873047
860,-0.469238,-0.308105,-0.846191
861,-0.484375,-0.314453,-0.862305
862,-0.523926,-0.355957,-0.796387
863,-0.548828,-0.397461,-0.73584
864,-0.623535,-0.400879,-0.655762
865,-0.696289,-0.374023,-0.595215
866,-0.817383,-0.312012,-0.515137
867,-0.846191,-0.191406,-0.463379
868,-0.837891,-0.148926,-0.441895
869,-0.868652,-0.07373,-0.483887
870,-0.881836,-0.013672,-0.504883
871,-0.88623,0.034668,-0.468262
872,-0.868652,0.081543,-0.466309
873,-0.874023,0.150879,-0.443848
874,-0.881348,0.196289,-0.436523
875,-0.848633,0.259277,-0.419922
876,-0.835449,0.324219,-0.403809
877,-0.807617,0.38623,-0.381836
878,-0.797363,0.439941,-0.387695
879,-0.781738,0.481445,-0.38623
880,-0.713379,0.569336,-0.385254
881,-0.67627,0.623047,-0.371094
882,-0.648438,0.651367,-0.357422
883,-0.624023,0.692383,-0.352051
884,-0.584961,0.741699,-0.334961
885,-0.551758,0.754883,-0.316406
886,-0.526367,0.786621,-0.316406
887,-0.488281,0.797363,-0.310059
888,-0.404785,0.933594,-0.291992
889,-0.227051,0.945312,-0.318848
890,-0.197754,0.847656,-0.374023
891,-0.161621,0.86377,-0.378418
892,-0.053711,0.911621,-0.358887
893,-0.026855,1.008301,-0.317871
894,0.026855,0.957031,-0.331055
895,0.020508,0.936035,-0.33252
896,0.093262,0.9375,-0.311523
897,0.175781,0.943848,-0.343262
898,0.228027,0.9375,-0.333984
899,0.279297,0.928711,-0.344238
900,0.317871,0.895996,-0.365234
901,0.338867,0.866699,-0.43457
902,0.337402,0.828125,-0.495605
903,0.345703,0.781738,-0.553223
904,0.37793,0.743164,-0.620117
905,0.375,0.684082,-0.686523
906,0.360352,0.631348,-0.741211
907,0.346191,0.564453,-0.806152
908,0.322266,0.493164,-0.85791
909,0.299316,0.41748,-0.927734
910,0.260254,0.286133,-0.977539
911,0.245605,0.203125,-0.947266
912,0.235352,0.186523,-0.994629
913,0.210449,0.11084,-1.021973
914,0.172363,0.072266,-1.02002
915,0.175781,0.044922,-1.024902
916,0.147949,-0.016602,-1.033691
917,0.101562,-0.130371,-1.018555
918,0.120605,-0.141113,-1.018066
919,0.179199,-0.127441,-1.016113
920,0.111328,-0.20166,-1.002441
921,0.140625,-0.175293,-1.007812
922,0.138672,-0.088379,-1.001953
923,0.085449,-0.085449,-1.046387
924,-0.026855,-0.085938,-1.038574
925,-0.106934,-0.132324,-1.01709
926,-0.23584,-0.078613,-1.162598
927,-0.240234,-0.192871,-1.001953
928,-0.266113,-0.168945,-0.976562
929,-0.279297,-0.177246,-0.98584
930,-0.303711,-0.155762,-0.989258
931,-0.341797,-0.175293,-0.937988
932,-0.38916,-0.116211,-0.929688
933,-0.378906,-0.043945,-0.962402
934,-0.366211,-0.003906,-0.914551
935,-0.390625,-0.051758,-0.929688
936,-0.566895,0.058594,-0.883301
937,-0.699219,0.102051,-0.762695
938,-0.734375,0.219238,-0.629395
939,-0.743164,0.324707,-0.552246
940,-0.753906,0.373047,-0.515625
941,-0.796875,0.429688,-0.515625
942,-0.720703,0.48291,-0.5
943,-0.689453,0.492676,-0.538574
944,-0.621094,0.522949,-0.59375
945,-0.57959,0.473633,-0.649414
946,-0.509766,0.555664,-0.649902
947,-0.469238,0.600586,-0.637695
948,-0.437988,0.682617,-0.597656
949,-0.389648,0.759766,-0.541016
950,-0.368164,0.833496,-0.432617
951,-0.339355,0.848145,-0.367188
952,-0.294922,0.904297,-0.304688
953,-0.285156,0.920898,-0.283691
954,-0.22998,0.959473,-0.310059
955,-0.125977,0.94873,-0.290039
956,-0.102539,0.97998,-0.299316
957,-0.106445,0.833008,-0.263184
958,-0.023438,0.972656,-0.263672
959,0.044434,0.967773,-0.270996
960,0.094727,0.977051,-0.287109
961,0.156738,0.975586,-0.313965
962,0.167969,0.938965,-0.318359
963,0.213379,0.920898,-0.386719
964,0.240234,0.890625,-0.433594
965,0.227539,0.865234,-0.464844
966,0.188477,0.839355,-0.539062
967,0.173828,0.834961,-0.546875
968,0.153809,0.837402,-0.537598
969,0.09668,0.865723,-0.499023
970,0.098145,0.905762,-0.471191
971,0.062988,0.883789,-0.48584
972,0.063965,0.861328,-0.561035
973,0.088379,0.814941,-0.616211
974,0.062988,0.739746,-0.687988
975,0.101562,0.685059,-0.762695
976,0.177246,0.588867,-0.82666
977,0.228027,0.505371,-0.873047
978,0.249512,0.460938,-0.893066
979,0.29541,0.414062,-0.90918
980,0.367188,0.311035,-0.942383
981,0.379883,0.227539,-0.929688
982,0.452637,0.173828,-0.913086
983,0.436523,0.155762,-0.94043
984,0.433105,0.147461,-0.97168
985,0.368164,0.119141,-0.979004
986,0.301758,0.13916,-1.015137
987,0.225586,0.105469,-1.004883
988,0.169434,0.144043,-1.021973
989,0.086426,0.0625,-1.014648
990,0.100586,0.055176,-1.02832
991,0.106445,0.009766,-1.025391
992,0.111328,0.030273,-1.058594
993,0.055664,0.040527,-0.801758
994,0.080078,0.043457,-1.021973
995,0.118652,0.048828,-1.039551
996,0.177246,0.07373,-1.022461
997,0.20752,0.03125,-1.035645
998,0.260742,0.000977,-1.006348
999,0.272461,-0.039551,-0.98584
1000,0.323242,-0.12207,-0.994629
1001,0.303223,-0.168945,-0.97168
1002,0.350586,-0.168457,-0.966309
1003,0.416992,-0.186523,-0.951172
1004,0.54248,-0.078613,-0.806641
1005,0.524414,-0.080078,-0.759766
1006,0.377441,-0.254395,-0.839844
1007,0.61084,-0.123535,-0.85791
1008,0.612793,-0.130371,-0.890625
1009,0.623535,-0.114746,-0.845215
1010,0.640137,-0.117676,-0.834961
1011,0.618164,-0.13916,-0.857422
1012,0.56543,-0.092285,-0.896484
1013,0.548828,-0.110352,-0.854492
1014,0.558105,-0.118652,-0.858398
1015,0.525879,-0.116699,-0.911621
1016,0.560547,-0.040039,-1.072266
1017,0.549805,-0.127441,-0.756836
1018,0.52002,-0.199707,-0.905762
1019,0.467773,-0.20752,-0.894043
1020,0.436523,-0.168945,-0.822754
1021,0.177246,-0.111328,-1.01123
1022,0.060547,-0.076172,-1.031738
1023,-0.045898,-0.091797,-1.007324
1024,-0.162598,-0.093262,-1.029785
1025,-0.084961,-0.141113,-1.022461
1026,-0.041016,-0.141113,-0.976074
1027,-0.071777,-0.217285,-1.033691
1028,-0.062012,-0.282227,-1.00293
1029,0.009766,-0.337402,-0.989746
1030,0.096191,-0.488281,-0.882812
1031,0.285156,-0.586426,-0.81543
1032,0.347656,-0.687012,-0.694336
1033,0.513672,-0.672363,-0.54834
1034,0.674805,-0.580566,-0.496582
1035,0.820801,-0.472656,-0.462891
1036,0.890625,-0.376953,-0.351074
1037,0.954102,-0.267578,-0.280762
1038,0.96875,-0.203613,-0.314941
1039,1.00293,-0.028809,-0.331543
1040,0.939941,0.100098,-0.461426
1041,0.765137,0.281738,-0.654785
1042,0.634277,0.425293,-0.725586
1043,0.497559,0.514648,-0.782227
1044,0.376465,0.569824,-0.790039
1045,0.227051,0.635742,-0.791016
1046,0.204102,0.647461,-0.807617
1047,0.274414,0.567871,-0.848145
1048,0.351562,0.452148,-0.863281
1049,0.505371,0.377441,-0.82666
1050,0.623535,0.303223,-0.767578
1051,0.734375,0.288574,-0.756836
1052,0.774902,0.229492,-0.711914
1053,0.892578,0.208984,-0.519043
1054,0.916992,0.118652,-0.521484
1055,0.885254,0.052246,-0.531738
1056,0.793945,0.067383,-0.691895
1057,0.654785,0.123047,-0.853516
1058,0.435547,0.241699,-0.905273
1059,0.17627,0.35791,-0.966797
1060,0.012207,0.436523,-0.933105
1061,-0.100098,0.475586,-0.929688
1062,-0.193359,0.424805,-0.891113
1063,-0.226074,0.446777,-0.84375
1064,-0.411133,0.515137,-0.758301
1065,-0.62793,0.62793,-0.470215
1066,-0.445801,0.86377,-0.253418
1067,-0.385254,0.869141,-0.076172
1068,-0.047852,1.013672,-0.009277
1069,0.086426,0.994141,-0.022949
1070,0.292969,0.959473,-0.016113
1071,0.467285,0.92041,0.010742
1072,0.607422,0.838867,0.093262
1073,0.707031,0.727051,0.131348
1074,0.832031,0.569824,0.176758
1075,0.809082,0.480957,0.208008
1076,0.922363,0.356445,0.116699
1077,1.038086,0.210938,0.166504
1078,1.001465,0.178223,0.133301
1079,1.03418,0.098633,0.112793
1080,1.029785,-0.031738,0.083008
1081,1.009766,-0.182617,0.033691
1082,0.960938,-0.266113,-0.038574
1083,0.924316,-0.385742,-0.270996
1084,0.924316,-0.46875,-0.204102
1085,0.825195,-0.536133,-0.041504
1086,0.820801,-0.647949,-0.186523
1087,0.483887,-0.80957,-0.348633
1088,0.441895,-0.82959,-0.430664
1089,0.258789,-0.817871,-0.511719
1090,0.174805,-0.817871,-0.585938
1091,0.163086,-0.825195,-0.59668
1092,0.059082,-0.818359,-0.628906
1093,-0.080078,-0.759766,-0.662109
1094,-0.161621,-0.71582,-0.731934
1095,-0.244629,-0.638672,-0.75
1096,-0.410645,-0.577148,-0.798828
1097,-0.467285,-0.378906,-0.568848
1098,-0.67334,-0.337891,-0.724121
1099,-0.559082,-0.143555,-0.785645
1100,-0.618164,0.045898,-0.826172
1101,-0.713379,0.036133,-0.697266
1102,-0.620117,0.263184,-0.776855
1103,-0.561523,0.359863,-0.76709
1104,-0.512207,0.418457,-0.835449
1105,-0.384277,0.519043,-0.76709
1106,-0.443359,0.416504,-0.924316
1107,-0.203125,0.321289,-0.827637
1108,-0.34668,0.276367,-0.953613
1109,-0.300781,0.228516,-0.918945
1110,-0.334473,0.247559,-0.927734
1111,-0.337402,0.28418,-0.914551
1112,-0.410645,0.242676,-0.90625
1113,-0.498535,0.165039,-0.891602
1114,-0.520996,0.162109,-0.849609
1115,-0.572754,0.164062,-0.814453
1116,-0.608398,0.180664,-0.774902
1117,-0.641113,0.195312,-0.755371
1118,-0.669434,0.181152,-0.73877
1119,-0.658203,0.195312,-0.735352
1120,-0.644043,0.206055,-0.733398
1121,-0.632812,0.255371,-0.760742
1122,-0.603516,0.33252,-0.724121
1123,-0.571777,0.404785,-0.708984
1124,-0.541016,0.536133,-0.681152
1125,-0.333008,0.753418,-0.412598
1126,-0.291992,0.890137,-0.37207
1127,-0.193359,0.915039,-0.353027
1128,-0.102051,0.956543,-0.290527
1129,-0.040039,0.964844,-0.255859
1130,-0.053223,0.974609,-0.26123
1131,-0.124023,0.938965,-0.31543
1132,-0.265137,0.909668,-0.400879
1133,-0.358887,0.788086,-0.495605
1134,-0.439453,0.703125,-0.566406
1135,-0.509277,0.559082,-0.640137
1136,-0.562988,0.404297,-0.749512
1137,-0.600098,0.336426,-0.702148
1138,-0.639648,0.267578,-0.647461
1139,-0.804688,0.278809,-0.583984
1140,-0.780762,0.280762,-0.466797
1141,-0.898926,0.287109,-0.376465
1142,-0.863281,0.320801,-0.296387
1143,-0.890137,0.306641,-0.231445
1144,-0.925293,0.414551,-0.150391
1145,-0.87793,0.409668,-0.088867
1146,-0.818848,0.489258,-0.032715
1147,-0.758789,0.536133,0.009277
1148,-0.759766,0.631836,0.026855
1149,-0.722168,0.671387,0.056641
1150,-0.732422,0.614258,0.056641
1151,-0.753418,0.615234,0.078125
1152,-0.802246,0.604004,0.095215
1153,-0.824219,0.513184,0.133789
1154,-0.804688,0.503418,0.126953
1155,-0.852539,0.518066,0.080078
1156,-0.778809,0.479004,0.057617
1157,-0.810059,0.527344,0.054199
1158,-0.758789,0.588379,0.071289
1159,-0.67334,0.577637,0.186035
1160,-0.697754,0.597656,0.286133
1161,-0.675781,0.593262,0.320312
1162,-0.748047,0.422363,0.40625
1163,-0.918457,0.414062,0.404297
1164,-0.890137,0.351074,0.386719
1165,-0.852539,0.345215,0.291504
1166,-0.920898,0.275879,0.211426
1167,-0.882812,0.335938,0.202637
1168,-0.871094,0.372559,0.215332
1169,-0.840332,0.463867,0.276367
1170,-0.767578,0.507324,0.327148
1171,-0.722168,0.395996,0.358887
1172,-0.814453,0.480957,0.441895
1173,-0.777344,0.354004,0.428223
1174,-0.822266,0.284668,0.365234
1175,-0.812988,0.279785,0.336914
1176,-0.893555,0.260254,0.288574
1177,-0.90918,0.278809,0.256348
1178,-0.924316,0.194824,0.207031
1179,-0.91748,0.261719,0.200195
1180,-0.898926,0.243652,0.23291
1181,-0.964355,0.153809,0.267578
1182,-0.941895,0.190918,0.352539
1183,-0.836914,0.135742,0.435059
1184,-0.800293,0.225098,0.473633
1185,-0.612305,0.241699,0.584473
1186,-0.683105,0.250488,0.606934
1187,-0.668945,0.206543,0.626465
1188,-0.732422,0.235352,0.624512
1189,-0.726562,0.142578,0.553711
1190,-0.884766,0.202148,0.492676
1191,-0.832031,0.071777,0.455566
1192,-0.840332,0.066895,0.427734
1193,-0.854004,0.027832,0.338379
1194,-0.879395,-0.043457,0.28418
1195,-0.987305,-0.069824,0.200684
1196,-0.998047,-0.070801,0.10791
1197,-1.035156,-0.095215,0.016113
1198,-1.053711,-0.082031,-0.071777
1199,-0.941895,-0.142578,-0.144043
1200,-0.943359,-0.086426,-0.246582
1201,-0.923828,-0.102539,-0.341309
1202,-0.911621,-0.032227,-0.41748
1203,-0.873535,-0.058594,-0.496094
1204,-0.819824,-0.021973,-0.562012
1205,-0.808594,0.011719,-0.616211
1206,-0.693359,-0.011719,-0.722168
1207,-0.648438,-0.004395,-0.791992
1208,-0.579102,0.125488,-0.82373
1209,-0.505859,0.134766,-0.85791
1210,-0.463379,0.195312,-0.891113
1211,-0.441406,0.234375,-0.901855
1212,-0.469238,0.26709,-0.88623
1213,-0.507812,0.333008,-0.81543
1214,-0.532715,0.411133,-0.759277
1215,-0.545898,0.444336,-0.715332
1216,-0.560547,0.471191,-0.677246
1217,-0.596191,0.484375,-0.646973
1218,-0.62793,0.499512,-0.59082
1219,-0.658691,0.508789,-0.535156
1220,-0.715332,0.476562,-0.499023
1221,-0.752441,0.476074,-0.430664
1222,-0.769531,0.477051,-0.371582
1223,-0.811035,0.484863,-0.27832
1224,-0.817871,0.48584,-0.222168
1225,-0.782227,0.566895,-0.139648
1226,-0.728516,0.638184,-0.121094
1227,-0.710449,0.662109,-0.104004
1228,-0.606445,0.80957,-0.018555
1229,-0.544922,0.808594,0.001953
1230,-0.423828,0.878418,0.054199
1231,-0.28418,0.902832,0.187988
1232,-0.271973,0.95459,0.258301
1233,-0.179199,0.875977,0.311035
1234,-0.157227,0.914551,0.389648
1235,-0.108887,0.879395,0.407715
1236,-0.097656,0.879395,0.441895
1237,-0.077148,0.884766,0.445312
1238,-0.138184,0.852051,0.375977
1239,-0.236816,0.866211,0.352539
1240,-0.311035,0.889648,0.311035
1241,-0.384766,0.828125,0.199707
1242,-0.478516,0.853516,0.129883
1243,-0.546387,0.780273,0.023926
1244,-0.62793,0.737305,-0.098633
1245,-0.695801,0.675781,-0.165039
1246,-0.77002,0.554688,-0.237305
1247,-0.818848,0.430664,-0.291504
1248,-0.873535,0.279785,-0.317871
1249,-0.910156,0.181641,-0.352539
1250,-0.912598,0.11084,-0.334961
1251,-0.895508,0.064941,-0.373535
1252,-0.901855,-0.018066,-0.407715
1253,-0.867676,-0.114746,-0.439453
1254,-0.866211,-0.25293,-0.474121
1255,-0.797852,-0.308105,-0.489258
1256,-0.790039,-0.330566,-0.495605
1257,-0.777344,-0.435547,-0.496582
1258,-0.729492,-0.469238,-0.472168
1259,-0.747559,-0.479004,-0.463867
1260,-0.728027,-0.525391,-0.483887
1261,-0.654785,-0.577637,-0.475586
1262,-0.600586,-0.586914,-0.479492
1263,-0.621582,-0.654297,-0.458984
1264,-0.537109,-0.696777,-0.457031
1265,-0.490723,-0.693848,-0.475586
1266,-0.641113,-0.65332,-0.479004
1267,-0.68457,-0.504395,-0.467773
1268,-0.855469,-0.301758,-0.458984
1269,-0.866211,-0.133789,-0.425781
1270,-0.905762,-0.021973,-0.405762
1271,-0.898926,0.106934,-0.39209
1272,-0.904297,0.184082,-0.370117
1273,-0.875977,0.271484,-0.375488
1274,-0.852051,0.364258,-0.350098
1275,-0.834473,0.436035,-0.344238
1276,-0.772949,0.54248,-0.306152
1277,-0.722168,0.594238,-0.276855
1278,-0.665039,0.678711,-0.277832
1279,-0.618652,0.692383,-0.248047
1280,-0.631348,0.723145,-0.258789
1281,-0.530762,0.829102,-0.182617
1282,-0.496094,0.839355,-0.180176
1283,-0.39502,0.910156,-0.154785
1284,-0.25293,0.95752,-0.131836
1285,-0.138184,0.987793,-0.094238
1286,0.053223,0.988281,-0.07373
1287,0.230469,0.993164,-0.021484
1288,0.250488,0.984375,-0.027344
1289,0.273438,0.976562,-0.012207
1290,0.258301,1.005371,-0.02002
1291,0.153809,0.980469,-0.000977
1292,0.0,0.943359,-0.041504
1293,-0.248535,0.989746,-0.053711
1294,-0.369629,0.938477,-0.078125
1295,-0.469727,0.862793,-0.163086
1296,-0.544922,0.803223,-0.166992
1297,-0.628906,0.747559,-0.163086
1298,-0.733398,0.649902,-0.181641
1299,-0.787109,0.569336,-0.225586
1300,-0.805176,0.42041,-0.258301
1301,-0.9375,0.279785,-0.276367
1302,-0.916504,0.191895,-0.264648
1303,-0.949707,0.092773,-0.271484
1304,-0.973633,-0.001953,-0.283203
1305,-0.931641,-0.130859,-0.256836
1306,-0.880859,-0.195312,-0.246582
1307,-0.917969,-0.330566,-0.217773
1308,-0.890625,-0.395508,-0.214844
1309,-0.84375,-0.452148,-0.200684
1310,-0.790527,-0.566895,-0.199219
1311,-0.714844,-0.638672,-0.212402
1312,-0.689453,-0.656738,-0.212891
1313,-0.725098,-0.70459,-0.19873
1314,-0.702148,-0.64502,-0.213867
1315,-0.861816,-0.447754,-0.21875
1316,-0.90625,-0.348145,-0.231934
1317,-0.960938,-0.15918,-0.236816
1318,-0.953613,0.025391,-0.22998
1319,-0.949219,0.146973,-0.224609
1320,-0.907227,0.291504,-0.207031
1321,-0.866211,0.369629,-0.203125
1322,-0.845703,0.452637,-0.191895
1323,-0.77832,0.581543,-0.182617
1324,-0.704102,0.657715,-0.17334
1325,-0.635254,0.71582,-0.134277
1326,-0.57666,0.796875,-0.128418
1327,-0.479492,0.844238,-0.125488
1328,-0.369141,0.915527,-0.102539
1329,-0.297852,0.964355,-0.113281
1330,-0.200684,0.984863,-0.157715
1331,-0.062012,0.956543,-0.245605
1332,-0.140625,0.850098,-0.349121
1333,-0.201172,0.883789,-0.401367
1334,-0.317383,0.786133,-0.609375
1335,-0.425781,0.678223,-0.599121
1336,-0.486816,0.363281,-0.731934
1337,-0.688477,0.225586,-0.748047
1338,-0.636719,0.02832,-0.753906
1339,-0.701172,-0.094238,-0.756348
1340,-0.67627,-0.274414,-0.684082
1341,-0.662109,-0.464844,-0.602539
1342,-0.565918,-0.652344,-0.576172
1343,-0.380371,-0.689453,-0.652832
1344,-0.28125,-0.741211,-0.649414
1345,-0.147461,-0.835938,-0.62793
1346,-0.094727,-0.873535,-0.562988
1347,-0.056152,-0.879883,-0.519531
1348,-0.022461,-0.921875,-0.422852
1349,0.000977,-0.955078,-0.385742
1350,-0.021973,-0.973633,-0.317871
1351,-0.039062,-0.980469,-0.254883
1352,-0.096191,-1.009277,-0.228027
1353,-0.157715,-0.952637,-0.312012
1354,-0.243652,-0.893555,-0.435547
1355,-0.282715,-0.82373,-0.53125
1356,-0.29834,-0.762207,-0.608887
1357,-0.325684,-0.639648,-0.702148
1358,-0.375977,-0.565918,-0.768066
1359,-0.393066,-0.492676,-0.782227
1360,-0.424316,-0.437988,-0.813477
1361,-0.479492,-0.338379,-0.846191
1362,-0.461426,-0.218262,-0.874023
1363,-0.434082,-0.061035,-0.916504
1364,-0.383301,0.050781,-0.921387
1365,-0.35791,0.12207,-0.928711
1366,-0.357422,0.192871,-0.942383
1367,-0.255859,0.30957,-0.915039
1368,-0.204102,0.395996,-0.905273
1369,-0.152344,0.458008,-0.902344
1370,-0.067871,0.560059,-0.868164
1371,-0.027344,0.598145,-0.825684
1372,0.02002,0.637207,-0.805176
1373,0.08252,0.633301,-0.782227
1374,0.218262,0.678711,-0.819336
1375,0.373047,0.629395,-0.737305
1376,0.482422,0.569824,-0.706543
1377,0.530762,0.515137,-0.652832
1378,0.632324,0.454102,-0.654297
1379,0.715332,0.38623,-0.648926
1380,0.806152,0.298828,-0.604004
1381,0.858398,0.257812,-0.525391
1382,0.913086,0.113281,-0.473145
1383,0.944824,0.043945,-0.413574
1384,1.009766,0.000977,-0.304199
1385,0.994629,0.003418,-0.021973
1386,0.967285,-0.100586,0.181641
1387,0.981934,-0.125,0.289551
1388,0.944824,-0.092773,0.378906
1389,0.847656,0.047363,0.530273
1390,0.683105,0.118652,0.697754
1391,0.516113,0.211914,0.825195
1392,0.408691,0.249512,0.833984
1393,0.274902,0.373535,0.876465
1394,0.106934,0.471191,0.82959
1395,0.017578,0.555176,0.79834
1396,-0.070312,0.595215,0.761719
1397,-0.118652,0.708008,0.80127
1398,-0.322266,0.608398,0.66748
1399,-0.32666,0.61377,0.686035
1400,-0.314453,0.562012,0.692383
1401,-0.282227,0.543457,0.846191
1402,-0.139648,0.487793,0.869141
1403,0.124023,0.430664,0.837402
1404,0.278809,0.383301,0.857422
1405,0.340332,0.306152,0.866211
1406,0.407227,0.161621,0.82666
1407,0.379395,0.04834,0.836426
1408,0.341797,-0.021973,0.914551
1409,0.385254,-0.055176,0.912598
1410,0.350098,-0.150391,0.859863
1411,0.336914,-0.169434,0.90625
1412,0.308105,-0.092285,0.857422
1413,0.348145,0.021484,0.907227
1414,0.361328,0.077637,0.86377
1415,0.49707,0.467285,0.841309
1416,0.461914,0.594727,0.614746
1417,0.510742,0.820312,0.365234
1418,0.266113,0.835449,0.306152
1419,-0.012695,0.906738,0.28125
1420,-0.203613,0.914062,0.362305
1421,-0.320312,0.85498,0.335449
1422,-0.363281,0.825195,0.446289
1423,-0.361816,0.737305,0.549316
1424,-0.279297,0.592773,0.62793
1425,-0.142578,0.527344,0.755859
1426,0.087891,0.62793,0.796387
1427,0.259766,0.603027,0.727539
1428,0.377441,0.602051,0.668457
1429,0.503906,0.612305,0.594238
1430,0.618164,0.57666,0.529297
1431,0.722656,0.487305,0.43457
1432,0.797852,0.391113,0.467773
1433,0.885742,0.253418,0.425781
1434,0.922363,0.155273,0.386719
1435,0.924805,0.052246,0.374023
1436,0.939453,-0.05957,0.353516
1437,0.910156,-0.149414,0.36084
1438,0.940918,-0.163086,0.360352
1439,0.896484,-0.054199,0.449219
1440,0.873535,0.020996,0.550781
1441,0.897461,-0.023438,0.506348
1442,0.797852,0.075195,0.58252
1443,0.713867,0.155762,0.693848
1444,0.520508,0.432129,0.708008
1445,0.42627,0.664062,0.615234
1446,0.277344,0.859863,0.472656
1447,0.111328,0.950684,0.326172
1448,-0.035645,0.943359,0.228027
1449,-0.185547,0.938477,0.173828
1450,-0.335938,0.917969,0.137695
1451,-0.498535,0.865234,0.064453
1452,-0.620117,0.780762,-0.007812
1453,-0.665039,0.709961,-0.046875
1454,-0.710938,0.613281,-0.024414
1455,-0.756836,0.616211,-0.001953
1456,-0.700684,0.633301,0.104004
1457,-0.727051,0.619141,0.187012
1458,-0.74707,0.623535,0.219727
1459,-0.692383,0.581055,0.217773
