Timestamp,X_Mag_Ga,Y_Mag_Ga,Z_Mag_Ga linked with dados_mag_25_08_full
1428,-0.013139,-0.012409,0.032117
1429,0.00146,-0.025547,0.015328
1430,0.022628,-0.048905,-0.00365
1431,0.037956,-0.066423,-0.013139
1432,0.059124,-0.09927,-0.020438
1433,0.075182,-0.135036,-0.029927
1434,0.078832,-0.161314,-0.037956
1435,0.079562,-0.182482,-0.040876
1436,0.081022,-0.213869,-0.043796
1437,0.078102,-0.240146,-0.044526
1438,0.078832,-0.262044,-0.037956
1439,0.089781,-0.264964,-0.020438
1440,0.093431,-0.281022,-0.00146
1441,0.091971,-0.305109,0.017518
1442,0.088321,-0.327007,0.048175
1443,0.089051,-0.329927,0.083212
1444,0.088321,-0.29927,0.149635
1445,0.091971,-0.252555,0.170803
1446,0.091241,-0.183942,0.175182
1447,0.083942,-0.132847,0.162774
1448,0.069343,-0.09781,0.156934
1449,0.048175,-0.070073,0.156204
1450,0.021898,-0.045985,0.153285
1451,-0.011679,-0.022628,0.150365
1452,-0.040146,-0.010219,0.145255
1453,-0.065693,0.00219,0.132117
1454,-0.085401,0.007299,0.120438
1455,-0.088321,0.008759,0.108759
1456,-0.086131,0.010949,0.10292
1457,-0.081022,0.008759,0.105839
1458,-0.080292,0.008759,0.10146
1459,-0.088321,0.010949,0.09562
1460,-0.09781,0.009489,0.107299
1461,-0.10438,0.009489,0.113139
1462,-0.114599,0.008759,0.112409
1463,-0.116788,0.009489,0.113869
1464,-0.115328,0.010219,0.108759
1465,-0.113869,0.011679,0.09562
1466,-0.10219,0.011679,0.068613
1467,-0.087591,0.009489,0.049635
1468,-0.065693,0.00365,0.035766
1469,-0.050365,-0.00073,0.032117
1470,-0.031387,-0.007299,0.029927
1471,-0.032117,-0.005839,0.028467
1472,-0.044526,-0.00073,0.034307
1473,-0.047445,0.00073,0.037956
1474,-0.029927,-0.005839,0.034307
1475,-0.008759,-0.016788,0.028467
1476,-0.007299,-0.017518,0.029197
1477,-0.007299,-0.016058,0.029927
1478,0.00073,-0.021898,0.023358
1479,0.0,-0.024818,0.017518
1480,0.00438,-0.028467,0.016058
1481,0.019708,-0.039416,0.010219
1482,0.029197,-0.047445,0.006569
1483,0.035036,-0.053285,0.005839
1484,0.054745,-0.072263,0.005109
1485,0.057664,-0.079562,0.00073
1486,0.021898,-0.048905,-0.00365
1487,-0.012409,-0.027007,-0.00146
1488,-0.034307,-0.013139,0.006569
1489,-0.047445,-0.011679,0.00073
1490,-0.056934,-0.013139,-0.005839
1491,-0.073723,-0.013139,-0.011679
1492,-0.10146,-0.006569,-0.00438
1493,-0.151095,-0.005839,0.013139
1494,-0.20292,-0.017518,0.029927
1495,-0.250365,-0.043796,0.048175
1496,-0.267883,-0.059854,0.053285
1497,-0.283212,-0.074453,0.052555
1498,-0.29562,-0.094891,0.047445
1499,-0.30438,-0.110219,0.043066
1500,-0.309489,-0.123358,0.037956
1501,-0.316058,-0.145985,0.025547
1502,-0.318248,-0.159854,0.021168
1503,-0.318978,-0.165693,0.016058
1504,-0.316788,-0.170803,0.008759
1505,-0.318978,-0.183942,0.007299
1506,-0.315328,-0.176642,0.00073
1507,-0.306569,-0.151095,-0.00146
1508,-0.294161,-0.124818,-0.00292
1509,-0.288321,-0.105839,0.006569
1510,-0.281752,-0.089781,0.015328
1511,-0.279562,-0.086861,0.013869
1512,-0.263504,-0.072263,0.009489
1513,-0.245985,-0.056934,0.00438
1514,-0.236496,-0.051095,0.00073
1515,-0.238686,-0.050365,0.005839
1516,-0.238686,-0.045255,0.019708
1517,-0.227007,-0.030657,0.035766
1518,-0.216058,-0.021168,0.047445
1519,-0.20073,-0.012409,0.053285
1520,-0.183942,-0.00365,0.058394
1521,-0.167883,0.00146,0.057664
1522,-0.154745,0.00365,0.054015
1523,-0.140876,0.008029,0.062044
1524,-0.135036,0.010219,0.077372
1525,-0.124088,0.010219,0.078102
1526,-0.115328,0.010219,0.072263
1527,-0.115328,0.010949,0.072263
1528,-0.118248,0.011679,0.072263
1529,-0.113139,0.010949,0.076642
1530,-0.110219,0.012409,0.078102
1531,-0.118978,0.010949,0.077372
1532,-0.124088,0.010949,0.077372
1533,-0.131387,0.010219,0.075182
1534,-0.146715,0.008759,0.084672
1535,-0.144526,0.008029,0.094891
1536,-0.142336,0.008029,0.09927
1537,-0.148175,0.0,0.135766
1538,-0.139416,-0.005109,0.154745
1539,-0.118978,-0.00219,0.153285
1540,-0.10219,0.00073,0.147445
1541,-0.078102,0.00438,0.126277
1542,-0.064964,0.005109,0.115328
1543,-0.054015,0.005109,0.106569
1544,-0.060584,0.007299,0.10365
1545,-0.081022,0.010219,0.106569
1546,-0.093431,0.008759,0.110219
1547,-0.09708,0.010219,0.110949
1548,-0.089781,0.011679,0.09927
1549,-0.085401,0.012409,0.073723
1550,-0.077372,0.010219,0.054015
1551,-0.070803,0.008029,0.046715
1552,-0.054745,0.00292,0.041606
1553,-0.035036,-0.00292,0.039416
1554,-0.010219,-0.013139,0.034307
1555,0.018978,-0.029197,0.035766
1556,0.040146,-0.044526,0.038686
1557,0.048175,-0.052555,0.037956
1558,0.045255,-0.048175,0.037956
1559,0.019708,-0.031387,0.031387
1560,-0.010219,-0.012409,0.035766
1561,-0.043066,0.00219,0.051095
1562,-0.054745,0.005839,0.064234
1563,-0.074453,0.010219,0.074453
1564,-0.09927,0.012409,0.079562
1565,-0.081022,0.010949,0.081022
1566,-0.037956,0.00073,0.072993
1567,0.033577,-0.037226,0.059854
1568,0.070073,-0.072263,0.059124
1569,0.091241,-0.106569,0.063504
1570,0.10438,-0.135036,0.070073
1571,0.113869,-0.168613,0.077372
1572,0.118978,-0.20146,0.083212
1573,0.117518,-0.225547,0.082482
1574,0.117518,-0.213139,0.076642
1575,0.113139,-0.168613,0.064964
1576,0.09854,-0.125547,0.053285
1577,0.077372,-0.089051,0.050365
1578,0.054015,-0.058394,0.055474
1579,0.039416,-0.045255,0.052555
1580,0.025547,-0.037226,0.042336
1581,-0.005839,-0.015328,0.056934
1582,-0.033577,-0.00365,0.051825
1583,-0.064964,0.00219,0.043066
1584,-0.09708,0.005839,0.045985
1585,-0.129197,0.005109,0.050365
1586,-0.164964,-0.00073,0.058394
1587,-0.187591,-0.007299,0.070073
1588,-0.185401,-0.006569,0.065693
1589,-0.193431,-0.010219,0.059124
1590,-0.170803,-0.007299,0.037226
1591,-0.151825,-0.011679,0.007299
1592,-0.130657,-0.010219,0.00073
1593,-0.113139,-0.011679,-0.00292
1594,-0.10073,-0.012409,-0.005839
1595,-0.10365,-0.012409,-0.008759
1596,-0.121898,-0.013869,-0.005839
1597,-0.140146,-0.012409,-0.00219
1598,-0.137226,-0.013869,-0.00365
1599,-0.109489,-0.013869,-0.009489
1600,-0.069343,-0.020438,-0.017518
1601,-0.041606,-0.030657,-0.023358
1602,-0.025547,-0.040146,-0.027007
1603,-0.006569,-0.052555,-0.032117
1604,0.00073,-0.059854,-0.033577
1605,0.016788,-0.074453,-0.037956
1606,0.033577,-0.091241,-0.037956
1607,0.040876,-0.09708,-0.036496
1608,0.021898,-0.074453,-0.034307
1609,-0.027737,-0.035036,-0.022628
1610,-0.062774,-0.017518,-0.010949
1611,-0.067883,-0.012409,-0.00292
1612,-0.036496,-0.021898,-0.005109
1613,-0.005839,-0.043066,-0.017518
1614,0.020438,-0.063504,-0.021898
1615,0.035766,-0.076642,-0.021898
1616,0.043066,-0.083212,-0.019708
1617,0.048175,-0.087591,-0.018248
1618,0.048905,-0.081022,-0.010219
1619,0.043796,-0.067883,0.00073
1620,0.035036,-0.048905,0.022628
1621,0.030657,-0.036496,0.059854
1622,0.022628,-0.029197,0.089051
1623,0.008029,-0.021168,0.105109
1624,0.00438,-0.021898,0.114599
1625,0.00292,-0.027007,0.134307
1626,-0.00292,-0.027737,0.143066
1627,-0.018248,-0.008759,0.10365
1628,-0.031387,-0.00219,0.060584
1629,-0.034307,-0.008759,0.028467
1630,-0.035036,-0.018978,-0.00146
1631,-0.040876,-0.031387,-0.025547
1632,-0.058394,-0.045255,-0.049635
1633,-0.089051,-0.054015,-0.064964
1634,-0.117518,-0.061314,-0.070803
1635,-0.132117,-0.059854,-0.068613
1636,-0.145985,-0.061314,-0.065693
1637,-0.158394,-0.062774,-0.064964
1638,-0.166423,-0.067153,-0.065693
1639,-0.170803,-0.069343,-0.065693
1640,-0.172993,-0.069343,-0.065693
1641,-0.163504,-0.067153,-0.067153
1642,-0.141606,-0.058394,-0.064964
1643,-0.117518,-0.052555,-0.062774
1644,-0.094891,-0.045985,-0.057664
1645,-0.068613,-0.040876,-0.048175
1646,-0.043066,-0.042336,-0.040876
1647,-0.017518,-0.048905,-0.034307
1648,0.00146,-0.054745,-0.030657
1649,0.00073,-0.049635,-0.024088
1650,-0.032117,-0.027737,-0.013139
1651,-0.062044,-0.013139,-0.00219
1652,-0.085401,-0.006569,0.00219
1653,-0.10146,-0.005839,0.00292
1654,-0.123358,-0.005839,0.00438
1655,-0.129197,-0.010219,-0.00073
1656,-0.127007,-0.010219,-0.005109
1657,-0.141606,-0.015328,-0.009489
1658,-0.174453,-0.032117,-0.020438
1659,-0.213869,-0.059124,-0.032117
1660,-0.224818,-0.067883,-0.032117
1661,-0.227007,-0.070803,-0.031387
1662,-0.224088,-0.071533,-0.034307
1663,-0.227737,-0.073723,-0.035766
1664,-0.229197,-0.076642,-0.037226
1665,-0.239416,-0.083942,-0.035766
1666,-0.248905,-0.092701,-0.032117
1667,-0.257664,-0.09854,-0.028467
1668,-0.272993,-0.111679,-0.020438
1669,-0.286131,-0.124818,-0.014599
1670,-0.286131,-0.126277,-0.015328
1671,-0.288321,-0.127007,-0.012409
1672,-0.284672,-0.124818,-0.014599
1673,-0.275912,-0.115328,-0.019708
1674,-0.256204,-0.09708,-0.029197
1675,-0.236496,-0.082482,-0.035766
1676,-0.215328,-0.075182,-0.046715
1677,-0.194891,-0.070073,-0.054015
1678,-0.183212,-0.064234,-0.056204
1679,-0.177372,-0.060584,-0.054015
1680,-0.184672,-0.057664,-0.048905
1681,-0.193431,-0.061314,-0.047445
1682,-0.215328,-0.070073,-0.042336
1683,-0.236496,-0.088321,-0.041606
1684,-0.249635,-0.10146,-0.040876
1685,-0.261314,-0.116788,-0.039416
1686,-0.275182,-0.136496,-0.036496
1687,-0.291241,-0.159854,-0.029927
1688,-0.29562,-0.170073,-0.027737
1689,-0.30365,-0.19927,-0.024818
1690,-0.305839,-0.231387,-0.023358
1691,-0.30292,-0.264964,-0.019708
1692,-0.30292,-0.284672,-0.011679
1693,-0.289051,-0.322628,-0.006569
1694,-0.275912,-0.342336,-0.006569
1695,-0.252555,-0.367883,-0.005839
1696,-0.229927,-0.389051,-0.00219
1697,-0.232847,-0.394161,0.010219
1698,-0.246715,-0.386131,0.012409
1699,-0.263504,-0.372263,0.017518
1700,-0.275912,-0.360584,0.020438
1701,-0.289051,-0.344526,0.021168
1702,-0.294891,-0.332117,0.015328
1703,-0.29927,-0.321168,0.013139
1704,-0.30365,-0.305109,0.005839
1705,-0.306569,-0.287591,-0.00219
1706,-0.307299,-0.270073,-0.010219
1707,-0.305839,-0.248175,-0.021898
1708,-0.3,-0.229197,-0.032117
1709,-0.283942,-0.187591,-0.048175
1710,-0.267153,-0.162774,-0.059854
1711,-0.250365,-0.152555,-0.070803
1712,-0.241606,-0.145255,-0.073723
1713,-0.220438,-0.137226,-0.084672
1714,-0.161314,-0.10073,-0.091241
1715,-0.138686,-0.10438,-0.09927
1716,-0.129927,-0.124088,-0.110219
1717,-0.110949,-0.152555,-0.120438
1718,-0.10292,-0.172263,-0.125547
1719,-0.091971,-0.181752,-0.127737
1720,-0.093431,-0.19708,-0.129927
1721,-0.116788,-0.222628,-0.129197
1722,-0.139416,-0.239416,-0.127007
1723,-0.160584,-0.254745,-0.121168
1724,-0.183942,-0.267883,-0.112409
1725,-0.20219,-0.260584,-0.108029
1726,-0.210219,-0.248175,-0.10438
1727,-0.218248,-0.243066,-0.10219
1728,-0.222628,-0.240876,-0.09854
1729,-0.225547,-0.241606,-0.09854
1730,-0.224088,-0.241606,-0.09854
1731,-0.222628,-0.236496,-0.09927
1732,-0.208029,-0.227737,-0.108029
1733,-0.187591,-0.224088,-0.116058
1734,-0.175182,-0.218248,-0.119708
1735,-0.164964,-0.212409,-0.123358
1736,-0.156934,-0.207299,-0.125547
1737,-0.153285,-0.205109,-0.124818
1738,-0.160584,-0.207299,-0.124088
1739,-0.177372,-0.213869,-0.118978
1740,-0.193431,-0.219708,-0.113139
1741,-0.216058,-0.211679,-0.105109
1742,-0.216058,-0.194891,-0.10292
1743,-0.205109,-0.178102,-0.105109
1744,-0.177372,-0.148175,-0.108759
1745,-0.132117,-0.129197,-0.110949
1746,-0.09927,-0.113869,-0.108029
1747,-0.068613,-0.085401,-0.089051
1748,-0.062774,-0.073723,-0.077372
1749,-0.073723,-0.072263,-0.079562
1750,-0.087591,-0.072993,-0.081752
1751,-0.113139,-0.086131,-0.090511
1752,-0.135766,-0.09781,-0.094891
1753,-0.158394,-0.110219,-0.09781
1754,-0.181022,-0.127007,-0.09854
1755,-0.182482,-0.124818,-0.09781
1756,-0.164964,-0.116058,-0.09854
1757,-0.151825,-0.107299,-0.09781
1758,-0.135766,-0.09854,-0.09562
1759,-0.125547,-0.108759,-0.10365
1760,-0.107299,-0.116058,-0.108759
1761,-0.09781,-0.121898,-0.109489
1762,-0.081752,-0.125547,-0.110949
1763,-0.067153,-0.130657,-0.111679
1764,-0.061314,-0.137956,-0.113869
1765,-0.055474,-0.149635,-0.116788
1766,-0.045255,-0.172993,-0.118978
1767,-0.043796,-0.19781,-0.121898
1768,-0.064234,-0.220438,-0.127737
1769,-0.094161,-0.262774,-0.126277
1770,-0.128467,-0.283942,-0.118978
1771,-0.164234,-0.281022,-0.114599
1772,-0.20438,-0.274453,-0.10292
1773,-0.232117,-0.262044,-0.091241
1774,-0.215328,-0.258394,-0.10073
1775,-0.218248,-0.240146,-0.10146
1776,-0.256204,-0.194161,-0.076642
1777,-0.270803,-0.141606,-0.045255
1778,-0.260584,-0.113139,-0.037956
1779,-0.220438,-0.110949,-0.071533
1780,-0.192701,-0.119708,-0.091241
1781,-0.180292,-0.122628,-0.09708
1782,-0.171533,-0.143066,-0.107299
1783,-0.178102,-0.148175,-0.108759
1784,-0.193431,-0.143066,-0.1
1785,-0.193431,-0.121168,-0.091241
1786,-0.185401,-0.078832,-0.069343
1787,-0.175182,-0.045985,-0.040876
1788,-0.167153,-0.028467,-0.017518
1789,-0.145255,-0.010949,0.00219
1790,-0.134307,-0.00292,0.017518
1791,-0.120438,0.006569,0.047445
1792,-0.09635,0.010219,0.089051
1793,-0.048905,-0.00219,0.122628
1794,-0.013869,-0.022628,0.146715
1795,0.030657,-0.064964,0.170073
1796,0.045255,-0.082482,0.172263
1797,0.047445,-0.081752,0.170803
1798,0.042336,-0.070803,0.163504
1799,0.028467,-0.048905,0.148175
1800,0.006569,-0.027007,0.130657
1801,-0.029197,-0.006569,0.117518
1802,-0.067153,0.006569,0.108029
1803,-0.118248,0.010949,0.084672
1804,-0.161314,0.00365,0.062044
1805,-0.20438,-0.017518,0.037226
1806,-0.235036,-0.046715,0.012409
1807,-0.264234,-0.083212,-0.006569
1808,-0.278832,-0.121898,-0.022628
1809,-0.272993,-0.145985,-0.045985
1810,-0.256934,-0.174453,-0.072263
1811,-0.241606,-0.211679,-0.089781
1812,-0.214599,-0.240146,-0.105109
1813,-0.193431,-0.259124,-0.111679
1814,-0.158394,-0.276642,-0.118248
1815,-0.141606,-0.279562,-0.121168
1816,-0.113869,-0.265693,-0.126277
1817,-0.10146,-0.254015,-0.128467
1818,-0.085401,-0.254745,-0.127007
1819,-0.086861,-0.272993,-0.123358
1820,-0.107299,-0.313139,-0.113139
1821,-0.132847,-0.352555,-0.088321
1822,-0.156204,-0.376642,-0.065693
1823,-0.172263,-0.393431,-0.041606
1824,-0.184672,-0.40146,-0.024818
1825,-0.208759,-0.40073,-0.008029
1826,-0.257664,-0.364234,-0.008759
1827,-0.29854,-0.278832,-0.023358
1828,-0.293431,-0.213869,-0.040146
1829,-0.281752,-0.193431,-0.051825
1830,-0.273723,-0.170803,-0.055474
1831,-0.268613,-0.140146,-0.048175
1832,-0.262044,-0.122628,-0.044526
1833,-0.251825,-0.111679,-0.047445
1834,-0.248175,-0.107299,-0.047445
1835,-0.241606,-0.085401,-0.034307
1836,-0.226277,-0.052555,-0.010219
1837,-0.208759,-0.032847,0.00438
1838,-0.186861,-0.016788,0.015328
1839,-0.171533,-0.009489,0.020438
1840,-0.156204,-0.00365,0.025547
1841,-0.135036,0.00146,0.027007
1842,-0.115328,0.00219,0.026277
1843,-0.10146,0.00073,0.021168
1844,-0.084672,-0.00146,0.017518
1845,-0.075182,-0.00146,0.016788
1846,-0.075912,-0.00146,0.015328
1847,-0.070803,-0.005109,0.010949
1848,-0.060584,-0.005109,0.012409
1849,-0.057664,-0.013139,-0.00219
1850,-0.057664,-0.029927,-0.029197
1851,-0.059854,-0.044526,-0.050365
1852,-0.075182,-0.061314,-0.069343
1853,-0.108029,-0.089781,-0.094891
1854,-0.131387,-0.154015,-0.118978
1855,-0.131387,-0.182482,-0.127007
1856,-0.132117,-0.20292,-0.128467
1857,-0.129927,-0.217518,-0.129197
1858,-0.132117,-0.231387,-0.128467
1859,-0.139416,-0.239416,-0.127007
1860,-0.148905,-0.248905,-0.124818
1861,-0.167153,-0.255474,-0.120438
1862,-0.162774,-0.265693,-0.118978
1863,-0.153285,-0.248175,-0.124088
1864,-0.170803,-0.259124,-0.118978
1865,-0.19708,-0.269343,-0.108029
1866,-0.237956,-0.3,-0.075182
1867,-0.241606,-0.315328,-0.066423
1868,-0.251095,-0.325547,-0.051825
1869,-0.263504,-0.339416,-0.027737
1870,-0.271533,-0.345985,-0.008759
1871,-0.273723,-0.356934,0.006569
1872,-0.276642,-0.364964,0.030657
1873,-0.278832,-0.370803,0.055474
1874,-0.278102,-0.375182,0.067883
1875,-0.277372,-0.375182,0.09562
1876,-0.274453,-0.378832,0.108029
1877,-0.268613,-0.377372,0.126277
1878,-0.270073,-0.373723,0.131387
1879,-0.272993,-0.364964,0.148905
1880,-0.286131,-0.343796,0.158394
1881,-0.289051,-0.331387,0.166423
1882,-0.290511,-0.325547,0.170073
1883,-0.292701,-0.318248,0.172263
1884,-0.29708,-0.309489,0.172993
1885,-0.294891,-0.306569,0.178102
1886,-0.29781,-0.30292,0.177372
1887,-0.29781,-0.30219,0.176642
1888,-0.29781,-0.305109,0.176642
1889,-0.29635,-0.308029,0.175912
1890,-0.294161,-0.310219,0.176642
1891,-0.29635,-0.30365,0.180292
1892,-0.29781,-0.29854,0.179562
1893,-0.29927,-0.29562,0.180292
1894,-0.29854,-0.30073,0.177372
1895,-0.29708,-0.30219,0.181022
1896,-0.292701,-0.311679,0.181022
1897,-0.279562,-0.326277,0.186131
1898,-0.263504,-0.339416,0.19562
1899,-0.251825,-0.351095,0.19635
1900,-0.233577,-0.362044,0.20146
1901,-0.217518,-0.374453,0.20219
1902,-0.19708,-0.386861,0.20146
1903,-0.174453,-0.39708,0.19927
1904,-0.158394,-0.405839,0.193431
1905,-0.145255,-0.410949,0.189781
1906,-0.140146,-0.411679,0.190511
1907,-0.146715,-0.406569,0.194161
1908,-0.166423,-0.39708,0.20073
1909,-0.19854,-0.374453,0.210949
1910,-0.216058,-0.359854,0.216058
1911,-0.229927,-0.349635,0.215328
1912,-0.246715,-0.332847,0.213869
1913,-0.266423,-0.316788,0.208759
1914,-0.279562,-0.30365,0.20219
1915,-0.291971,-0.29635,0.189051
1916,-0.305839,-0.29635,0.168613
1917,-0.316058,-0.291241,0.144526
1918,-0.320438,-0.291971,0.135036
1919,-0.323358,-0.291971,0.122628
1920,-0.328467,-0.286861,0.09781
1921,-0.328467,-0.289051,0.094161
1922,-0.325547,-0.289781,0.113139
1923,-0.322628,-0.287591,0.135036
1924,-0.317518,-0.282482,0.154015
1925,-0.318248,-0.267883,0.158394
1926,-0.324818,-0.249635,0.151825
1927,-0.326277,-0.242336,0.148175
1928,-0.321898,-0.251095,0.156204
1929,-0.313869,-0.272993,0.165693
1930,-0.290511,-0.30292,0.189051
1931,-0.261314,-0.321898,0.210949
1932,-0.233577,-0.331387,0.227007
1933,-0.210949,-0.330657,0.240876
1934,-0.19854,-0.329927,0.247445
1935,-0.194891,-0.328467,0.248905
1936,-0.185401,-0.334307,0.249635
1937,-0.172263,-0.341606,0.248905
1938,-0.178832,-0.337956,0.248905
1939,-0.187591,-0.327007,0.251825
1940,-0.19854,-0.318248,0.253285
1941,-0.208029,-0.30438,0.254745
1942,-0.218978,-0.293431,0.254745
1943,-0.227737,-0.280292,0.252555
1944,-0.238686,-0.276642,0.248175
1945,-0.249635,-0.275912,0.240876
1946,-0.264234,-0.281752,0.226277
1947,-0.270803,-0.293431,0.215328
1948,-0.274453,-0.313139,0.20219
1949,-0.267883,-0.337226,0.190511
1950,-0.266423,-0.344526,0.187591
1951,-0.274453,-0.337956,0.181022
1952,-0.287591,-0.324818,0.176642
1953,-0.291241,-0.317518,0.176642
1954,-0.285401,-0.317518,0.184672
1955,-0.267153,-0.321898,0.205109
1956,-0.237956,-0.325547,0.226277
1957,-0.218978,-0.325547,0.237956
1958,-0.20219,-0.321898,0.249635
1959,-0.183212,-0.309489,0.261314
1960,-0.170803,-0.292701,0.271533
1961,-0.167883,-0.287591,0.273723
1962,-0.166423,-0.283212,0.275912
1963,-0.162774,-0.276642,0.278102
1964,-0.164234,-0.274453,0.278832
1965,-0.168613,-0.271533,0.277372
1966,-0.182482,-0.270803,0.274453
1967,-0.19781,-0.275912,0.268613
1968,-0.213139,-0.284672,0.259124
1969,-0.229197,-0.293431,0.248175
1970,-0.242336,-0.30438,0.235036
1971,-0.251095,-0.308029,0.227737
1972,-0.255474,-0.308029,0.222628
1973,-0.258394,-0.30219,0.223358
1974,-0.257664,-0.30292,0.222628
1975,-0.253285,-0.30073,0.229197
1976,-0.252555,-0.294161,0.232117
1977,-0.252555,-0.284672,0.236496
1978,-0.252555,-0.280292,0.235766
1979,-0.253285,-0.291971,0.232847
1980,-0.243066,-0.324088,0.224088
1981,-0.227737,-0.342336,0.223358
1982,-0.217518,-0.351095,0.222628
1983,-0.208759,-0.356934,0.223358
1984,-0.19927,-0.361314,0.224818
1985,-0.189781,-0.365693,0.224818
1986,-0.186861,-0.366423,0.226277
1987,-0.20219,-0.355474,0.227737
1988,-0.219708,-0.340146,0.228467
1989,-0.237956,-0.321168,0.230657
1990,-0.248175,-0.30219,0.232117
1991,-0.254015,-0.289781,0.232847
1992,-0.256204,-0.266423,0.238686
1993,-0.261314,-0.245985,0.237956
1994,-0.264234,-0.239416,0.237226
1995,-0.268613,-0.245985,0.231387
1996,-0.275912,-0.263504,0.221898
1997,-0.264234,-0.279562,0.228467
1998,-0.229927,-0.29562,0.248175
1999,-0.19635,-0.30438,0.259124
2000,-0.176642,-0.313139,0.262044
2001,-0.163504,-0.318978,0.263504
2002,-0.156204,-0.321168,0.264234
2003,-0.158394,-0.321898,0.262774
2004,-0.164964,-0.321168,0.262774
2005,-0.190511,-0.321168,0.254745
2006,-0.216058,-0.329927,0.237226
2007,-0.226277,-0.351095,0.216058
2008,-0.218978,-0.375182,0.19854
2009,-0.210219,-0.383212,0.19708
2010,-0.19854,-0.388321,0.19708
2011,-0.187591,-0.389781,0.20292
2012,-0.171533,-0.394161,0.20365
2013,-0.156934,-0.39854,0.20219
2014,-0.142336,-0.39781,0.207299
2015,-0.126277,-0.390511,0.216788
2016,-0.121168,-0.377372,0.229927
2017,-0.121898,-0.356204,0.246715
2018,-0.124818,-0.341606,0.255474
2019,-0.137956,-0.313869,0.269343
2020,-0.156204,-0.286131,0.277372
2021,-0.174453,-0.267153,0.276642
2022,-0.190511,-0.259124,0.275182
2023,-0.208759,-0.248905,0.268613
2024,-0.231387,-0.240876,0.259124
2025,-0.244526,-0.237956,0.250365
2026,-0.256204,-0.238686,0.243066
2027,-0.261314,-0.250365,0.239416
2028,-0.245255,-0.259124,0.246715
2029,-0.230657,-0.264234,0.255474
2030,-0.214599,-0.267883,0.264234
2031,-0.19708,-0.272993,0.270073
2032,-0.185401,-0.279562,0.271533
2033,-0.171533,-0.292701,0.272263
2034,-0.157664,-0.305109,0.270073
2035,-0.152555,-0.309489,0.268613
2036,-0.156204,-0.311679,0.267883
2037,-0.166423,-0.312409,0.264964
2038,-0.181752,-0.315328,0.260584
2039,-0.206569,-0.313869,0.251095
2040,-0.235036,-0.312409,0.236496
2041,-0.243796,-0.313869,0.229197
2042,-0.251825,-0.312409,0.223358
2043,-0.258394,-0.313869,0.218978
2044,-0.279562,-0.308759,0.19781
2045,-0.307299,-0.29562,0.164234
2046,-0.324088,-0.284672,0.129927
2047,-0.329197,-0.280292,0.107299
2048,-0.330657,-0.278832,0.078102
2049,-0.327007,-0.281022,0.048175
2050,-0.321898,-0.281752,0.029927
2051,-0.312409,-0.284672,0.00292
2052,-0.291241,-0.283942,-0.029927
2053,-0.278832,-0.284672,-0.044526
2054,-0.277372,-0.286131,-0.047445
2055,-0.281022,-0.284672,-0.043796
2056,-0.290511,-0.284672,-0.031387
2057,-0.305839,-0.271533,-0.013869
2058,-0.324088,-0.237956,0.014599
2059,-0.326277,-0.185401,0.029197
2060,-0.320438,-0.156934,0.032117
2061,-0.313869,-0.132847,0.037226
2062,-0.3,-0.105109,0.043796
2063,-0.281752,-0.076642,0.046715
2064,-0.264964,-0.058394,0.045985
2065,-0.260584,-0.055474,0.043796
2066,-0.254745,-0.051825,0.043066
2067,-0.254015,-0.051095,0.041606
2068,-0.251825,-0.054015,0.032847
2069,-0.251095,-0.067153,-0.00073
2070,-0.241606,-0.089781,-0.038686
2071,-0.257664,-0.108029,-0.037956
2072,-0.276642,-0.125547,-0.027007
2073,-0.291971,-0.146715,-0.021898
2074,-0.288321,-0.165693,-0.036496
2075,-0.265693,-0.185401,-0.064964
2076,-0.234307,-0.20438,-0.093431
2077,-0.218248,-0.226277,-0.10292
2078,-0.215328,-0.243796,-0.10292
2079,-0.224818,-0.256934,-0.09635
2080,-0.235036,-0.278832,-0.084672
2081,-0.251095,-0.294891,-0.067883
2082,-0.279562,-0.306569,-0.031387
2083,-0.3,-0.308029,0.0
2084,-0.305109,-0.309489,0.013139
2085,-0.311679,-0.317518,0.045985
2086,-0.313869,-0.323358,0.085401
2087,-0.309489,-0.329927,0.10073
2088,-0.306569,-0.336496,0.094891
2089,-0.306569,-0.336496,0.078832
2090,-0.308029,-0.331387,0.059854
2091,-0.310219,-0.319708,0.039416
2092,-0.310219,-0.307299,0.021898
2093,-0.307299,-0.29562,0.006569
2094,-0.30365,-0.284672,-0.009489
2095,-0.30365,-0.274453,-0.015328
2096,-0.30365,-0.266423,-0.017518
2097,-0.30365,-0.258394,-0.019708
2098,-0.30219,-0.249635,-0.024818
2099,-0.30146,-0.235766,-0.029927
2100,-0.294161,-0.224088,-0.041606
2101,-0.288321,-0.221898,-0.046715
2102,-0.283212,-0.224088,-0.053285
2103,-0.269343,-0.234307,-0.064964
2104,-0.258394,-0.245985,-0.075912
2105,-0.248905,-0.245985,-0.081022
2106,-0.232847,-0.245985,-0.092701
2107,-0.217518,-0.243796,-0.10146
2108,-0.20219,-0.229197,-0.110219
2109,-0.172263,-0.214599,-0.120438
2110,-0.125547,-0.190511,-0.128467
2111,-0.09927,-0.166423,-0.124818
2112,-0.061314,-0.150365,-0.116788
2113,-0.029197,-0.132847,-0.10219
2114,0.0,-0.124818,-0.086861
2115,0.019708,-0.113139,-0.067153
2116,0.036496,-0.109489,-0.051095
2117,0.049635,-0.108759,-0.036496
