Timestamp,X_Mag_Ga,Y_Mag_Ga,Z_Mag_Ga linked with dados_mag_25_08_full
721,-0.267883,-0.051095,0.077372
722,-0.273723,-0.057664,0.067153
723,-0.276642,-0.062774,0.056934
724,-0.278102,-0.066423,0.047445
725,-0.275182,-0.068613,0.033577
726,-0.270803,-0.069343,0.021168
727,-0.264964,-0.066423,0.010949
728,-0.256934,-0.065693,0.00073
729,-0.246715,-0.064964,-0.013869
730,-0.236496,-0.065693,-0.027007
731,-0.227737,-0.066423,-0.033577
732,-0.215328,-0.069343,-0.048905
733,-0.20365,-0.071533,-0.059124
734,-0.189781,-0.075912,-0.070073
735,-0.187591,-0.075912,-0.071533
736,-0.19708,-0.072993,-0.063504
737,-0.223358,-0.064964,-0.037956
738,-0.239416,-0.058394,-0.013139
739,-0.251825,-0.054015,0.013869
740,-0.255474,-0.045255,0.052555
741,-0.253285,-0.040146,0.067153
742,-0.248905,-0.035036,0.079562
743,-0.237956,-0.028467,0.10146
744,-0.223358,-0.021168,0.121168
745,-0.207299,-0.015328,0.134307
746,-0.176642,-0.010219,0.153285
747,-0.150365,-0.008759,0.168613
748,-0.118978,-0.010949,0.179562
749,-0.089781,-0.013869,0.184672
750,-0.071533,-0.017518,0.186861
751,-0.059124,-0.018248,0.183212
752,-0.037956,-0.016788,0.169343
753,-0.018978,-0.018978,0.159124
754,-0.00146,-0.021168,0.144526
755,0.021898,-0.024818,0.106569
756,0.029927,-0.027007,0.083942
757,0.033577,-0.031387,0.054015
758,0.031387,-0.035036,0.034307
759,0.027007,-0.043796,0.00438
760,0.020438,-0.050365,-0.016788
761,0.012409,-0.069343,-0.048175
762,0.00438,-0.080292,-0.061314
763,-0.005839,-0.09927,-0.081752
764,-0.011679,-0.110219,-0.090511
765,-0.018248,-0.121168,-0.09854
766,-0.025547,-0.123358,-0.10292
767,-0.035766,-0.127007,-0.107299
768,-0.045255,-0.125547,-0.110219
769,-0.051095,-0.131387,-0.113869
770,-0.052555,-0.140146,-0.116058
771,-0.050365,-0.139416,-0.116788
772,-0.044526,-0.142336,-0.116058
773,-0.037226,-0.147445,-0.115328
774,-0.028467,-0.149635,-0.113869
775,-0.026277,-0.147445,-0.112409
776,-0.018978,-0.143066,-0.106569
777,-0.011679,-0.138686,-0.10365
778,-0.005109,-0.133577,-0.09781
779,0.008759,-0.130657,-0.089781
780,0.021898,-0.123358,-0.077372
781,0.032117,-0.118978,-0.068613
782,0.040876,-0.122628,-0.062044
783,0.054015,-0.129197,-0.054015
784,0.062044,-0.130657,-0.045255
785,0.068613,-0.135766,-0.040876
786,0.072263,-0.144526,-0.042336
787,0.074453,-0.156204,-0.044526
788,0.071533,-0.170073,-0.050365
789,0.072993,-0.183212,-0.054015
790,0.072993,-0.20292,-0.055474
791,0.072993,-0.216788,-0.056204
792,0.071533,-0.227007,-0.057664
793,0.070073,-0.229927,-0.059854
794,0.062774,-0.222628,-0.067153
795,0.052555,-0.206569,-0.077372
796,0.021898,-0.181752,-0.09708
797,-0.033577,-0.157664,-0.117518
798,-0.088321,-0.141606,-0.121168
799,-0.129927,-0.125547,-0.115328
800,-0.160584,-0.116058,-0.106569
801,-0.178832,-0.107299,-0.09562
802,-0.191241,-0.10073,-0.086861
803,-0.205109,-0.09927,-0.078102
804,-0.214599,-0.10292,-0.075182
805,-0.222628,-0.10365,-0.070803
806,-0.237226,-0.10365,-0.060584
807,-0.248905,-0.094161,-0.042336
808,-0.254745,-0.089781,-0.032117
809,-0.262774,-0.091971,-0.024818
810,-0.272263,-0.091241,-0.008759
811,-0.272993,-0.079562,0.010219
812,-0.268613,-0.056934,0.047445
813,-0.257664,-0.041606,0.078832
814,-0.251095,-0.038686,0.10292
815,-0.240876,-0.032847,0.120438
816,-0.227737,-0.027737,0.132847
817,-0.223358,-0.024088,0.133577
818,-0.220438,-0.023358,0.134307
819,-0.217518,-0.021898,0.134307
820,-0.207299,-0.019708,0.143066
821,-0.20073,-0.018978,0.146715
822,-0.193431,-0.016788,0.155474
823,-0.178832,-0.017518,0.165693
824,-0.165693,-0.016788,0.175182
825,-0.163504,-0.018978,0.177372
826,-0.178832,-0.018978,0.168613
827,-0.20146,-0.021168,0.154015
828,-0.216788,-0.026277,0.144526
829,-0.235036,-0.034307,0.136496
830,-0.252555,-0.051095,0.140146
831,-0.284672,-0.083942,0.143066
832,-0.307299,-0.116788,0.135036
833,-0.320438,-0.145255,0.137226
834,-0.327007,-0.177372,0.145985
835,-0.323358,-0.217518,0.170073
836,-0.318978,-0.243796,0.170803
837,-0.313869,-0.271533,0.172993
838,-0.30365,-0.29635,0.176642
839,-0.288321,-0.323358,0.181752
840,-0.273723,-0.336496,0.189781
841,-0.258394,-0.348175,0.19562
842,-0.241606,-0.357664,0.20146
843,-0.222628,-0.355474,0.218978
844,-0.215328,-0.354745,0.223358
845,-0.20219,-0.367883,0.219708
846,-0.187591,-0.384672,0.212409
847,-0.181022,-0.40438,0.188321
848,-0.182482,-0.421898,0.151825
849,-0.183212,-0.428467,0.139416
850,-0.175912,-0.434307,0.123358
851,-0.165693,-0.441606,0.10365
852,-0.152555,-0.445255,0.086131
853,-0.155474,-0.443796,0.080292
854,-0.154745,-0.443796,0.070803
855,-0.154745,-0.443066,0.056934
856,-0.158394,-0.440876,0.044526
857,-0.163504,-0.437956,0.037956
858,-0.162044,-0.436496,0.032847
859,-0.159854,-0.438686,0.035036
860,-0.152555,-0.439416,0.039416
861,-0.147445,-0.440876,0.039416
862,-0.140876,-0.443796,0.048175
863,-0.141606,-0.444526,0.057664
864,-0.140146,-0.445985,0.062044
865,-0.154015,-0.443066,0.072263
866,-0.170073,-0.440876,0.081022
867,-0.191971,-0.433577,0.074453
868,-0.214599,-0.423358,0.075912
869,-0.232117,-0.414599,0.075182
870,-0.243796,-0.407299,0.074453
871,-0.249635,-0.40365,0.075182
872,-0.258394,-0.39635,0.073723
873,-0.264964,-0.389781,0.071533
874,-0.274453,-0.381022,0.070073
875,-0.286861,-0.367883,0.068613
876,-0.294161,-0.356934,0.066423
877,-0.30292,-0.347445,0.063504
878,-0.308759,-0.336496,0.064964
879,-0.318978,-0.317518,0.063504
880,-0.323358,-0.30292,0.060584
881,-0.329197,-0.291241,0.062044
882,-0.330657,-0.281022,0.062774
883,-0.334307,-0.266423,0.065693
884,-0.337956,-0.251825,0.068613
885,-0.338686,-0.240146,0.072263
886,-0.338686,-0.228467,0.073723
887,-0.339416,-0.213139,0.077372
888,-0.338686,-0.19781,0.077372
889,-0.334307,-0.172993,0.081752
890,-0.326277,-0.144526,0.089781
891,-0.315328,-0.118978,0.09781
892,-0.309489,-0.107299,0.10365
893,-0.30292,-0.09781,0.10438
894,-0.29781,-0.091971,0.108759
895,-0.289051,-0.076642,0.108759
896,-0.281022,-0.068613,0.113139
897,-0.265693,-0.054015,0.116058
898,-0.257664,-0.045985,0.117518
899,-0.245255,-0.037956,0.116058
900,-0.235766,-0.029927,0.115328
901,-0.224818,-0.021168,0.112409
902,-0.221168,-0.018248,0.106569
903,-0.209489,-0.010949,0.09708
904,-0.20219,-0.007299,0.087591
905,-0.194161,-0.00292,0.076642
906,-0.189781,-0.00219,0.065693
907,-0.191241,-0.00438,0.051825
908,-0.191241,-0.006569,0.037226
909,-0.194891,-0.015328,0.018248
910,-0.20073,-0.029197,-0.005109
911,-0.20219,-0.035766,-0.016788
912,-0.206569,-0.042336,-0.021168
913,-0.213139,-0.053285,-0.031387
914,-0.216058,-0.060584,-0.037956
915,-0.221168,-0.063504,-0.039416
916,-0.223358,-0.074453,-0.045985
917,-0.225547,-0.082482,-0.051825
918,-0.227007,-0.089051,-0.056204
919,-0.229927,-0.10146,-0.062774
920,-0.238686,-0.114599,-0.065693
921,-0.248905,-0.124818,-0.062774
922,-0.273723,-0.153285,-0.053285
923,-0.29562,-0.191241,-0.039416
924,-0.310219,-0.221168,-0.021168
925,-0.318248,-0.251825,-0.00219
926,-0.321898,-0.272263,0.014599
927,-0.321168,-0.289051,0.024818
928,-0.318248,-0.30365,0.032847
929,-0.316788,-0.311679,0.043066
930,-0.316058,-0.317518,0.050365
931,-0.313869,-0.323358,0.053285
932,-0.314599,-0.322628,0.053285
933,-0.30219,-0.340146,0.043796
934,-0.272263,-0.372993,0.026277
935,-0.251095,-0.391971,0.021898
936,-0.262044,-0.385401,0.035766
937,-0.276642,-0.375912,0.055474
938,-0.29635,-0.356204,0.070803
939,-0.310949,-0.333577,0.083942
940,-0.318978,-0.319708,0.091971
941,-0.324818,-0.30073,0.106569
942,-0.327737,-0.294891,0.10292
943,-0.332117,-0.277372,0.10146
944,-0.335766,-0.263504,0.09562
945,-0.339416,-0.249635,0.086131
946,-0.340146,-0.230657,0.083212
947,-0.340146,-0.210949,0.084672
948,-0.337956,-0.19635,0.086861
949,-0.335036,-0.175182,0.10146
950,-0.327737,-0.160584,0.118978
951,-0.323358,-0.155474,0.132847
952,-0.315328,-0.145255,0.151825
953,-0.30292,-0.125547,0.162044
954,-0.29854,-0.118248,0.162044
955,-0.286861,-0.10073,0.163504
956,-0.276642,-0.089051,0.166423
957,-0.272993,-0.084672,0.167153
958,-0.267153,-0.079562,0.170073
959,-0.259124,-0.072263,0.174453
960,-0.248905,-0.062774,0.172263
961,-0.235036,-0.050365,0.171533
962,-0.229927,-0.043796,0.166423
963,-0.224088,-0.036496,0.158394
964,-0.224818,-0.029927,0.142336
965,-0.225547,-0.026277,0.131387
966,-0.234307,-0.028467,0.115328
967,-0.245985,-0.034307,0.106569
968,-0.262044,-0.047445,0.09781
969,-0.274453,-0.059124,0.09854
970,-0.282482,-0.069343,0.105109
971,-0.276642,-0.062774,0.108759
972,-0.270803,-0.056204,0.105839
973,-0.267153,-0.052555,0.09854
974,-0.264964,-0.050365,0.080292
975,-0.265693,-0.051825,0.063504
976,-0.262774,-0.056934,0.028467
977,-0.257664,-0.065693,0.00438
978,-0.254745,-0.071533,-0.009489
979,-0.251095,-0.078832,-0.022628
980,-0.244526,-0.091241,-0.042336
981,-0.237226,-0.118248,-0.067883
982,-0.232847,-0.154745,-0.086861
983,-0.235036,-0.167883,-0.089781
984,-0.240876,-0.19708,-0.091971
985,-0.243796,-0.239416,-0.089051
986,-0.247445,-0.278102,-0.079562
987,-0.237956,-0.313869,-0.072263
988,-0.212409,-0.357664,-0.060584
989,-0.188321,-0.382482,-0.050365
990,-0.164234,-0.39635,-0.045255
991,-0.143066,-0.405839,-0.040146
992,-0.140146,-0.406569,-0.037956
993,-0.166423,-0.39927,-0.040146
994,-0.206569,-0.376642,-0.045255
995,-0.230657,-0.354745,-0.051095
996,-0.246715,-0.328467,-0.056204
997,-0.259124,-0.3,-0.061314
998,-0.267883,-0.264234,-0.067153
999,-0.268613,-0.230657,-0.070803
1000,-0.254745,-0.192701,-0.080292
1001,-0.240146,-0.168613,-0.085401
1002,-0.218978,-0.130657,-0.086131
1003,-0.171533,-0.091971,-0.086861
1004,-0.114599,-0.061314,-0.077372
1005,-0.023358,-0.035036,-0.027007
1006,0.026277,-0.038686,0.016058
1007,0.032117,-0.044526,0.013139
1008,0.032117,-0.045255,0.011679
1009,0.037956,-0.046715,0.016788
1010,0.045985,-0.051095,0.027737
1011,0.053285,-0.057664,0.029927
1012,0.061314,-0.064964,0.029927
1013,0.058394,-0.066423,0.021898
1014,0.061314,-0.068613,0.021898
1015,0.070803,-0.078832,0.024088
1016,0.070073,-0.076642,0.027737
1017,0.076642,-0.089781,0.020438
1018,0.091241,-0.107299,0.037956
1019,0.10292,-0.135766,0.035766
1020,0.109489,-0.160584,0.029197
1021,0.10219,-0.20073,-0.008759
1022,0.090511,-0.217518,-0.031387
1023,0.075182,-0.237226,-0.051825
1024,0.065693,-0.251825,-0.059124
1025,0.064964,-0.280292,-0.048905
1026,0.060584,-0.308759,-0.037226
1027,0.050365,-0.330657,-0.032847
1028,0.043066,-0.343796,-0.027737
1029,0.054015,-0.342336,-0.013139
1030,0.075182,-0.335766,0.021168
1031,0.091971,-0.324818,0.068613
1032,0.09708,-0.314599,0.09781
1033,0.094891,-0.291971,0.141606
1034,0.091241,-0.276642,0.162044
1035,0.082482,-0.264964,0.183212
1036,0.066423,-0.257664,0.206569
1037,0.054745,-0.253285,0.219708
1038,0.056934,-0.249635,0.217518
1039,0.064234,-0.241606,0.210949
1040,0.083212,-0.217518,0.188321
1041,0.10365,-0.190511,0.150365
1042,0.110949,-0.163504,0.110949
1043,0.112409,-0.155474,0.080292
1044,0.108759,-0.149635,0.060584
1045,0.10219,-0.138686,0.037226
1046,0.09781,-0.135036,0.028467
1047,0.10146,-0.138686,0.033577
1048,0.10365,-0.140146,0.050365
1049,0.107299,-0.140876,0.084672
1050,0.10219,-0.136496,0.110949
1051,0.094891,-0.132117,0.132117
1052,0.085401,-0.126277,0.151095
1053,0.072263,-0.121168,0.170073
1054,0.072263,-0.124818,0.172993
1055,0.085401,-0.138686,0.159124
1056,0.09708,-0.145985,0.137226
1057,0.109489,-0.155474,0.09854
1058,0.108029,-0.153285,0.053285
1059,0.09781,-0.145985,0.013139
1060,0.078832,-0.132117,-0.016058
1061,0.058394,-0.124088,-0.039416
1062,0.059124,-0.122628,-0.038686
1063,0.038686,-0.10365,-0.047445
1064,0.008759,-0.075182,-0.046715
1065,-0.035766,-0.040876,-0.038686
1066,-0.044526,-0.019708,-0.011679
1067,0.007299,-0.054015,-0.024818
1068,0.026277,-0.075182,-0.032847
1069,0.043796,-0.09854,-0.036496
1070,0.057664,-0.122628,-0.039416
1071,0.067883,-0.143796,-0.039416
1072,0.078832,-0.172263,-0.035766
1073,0.083212,-0.191971,-0.035766
1074,0.083942,-0.208759,-0.035766
1075,0.084672,-0.238686,-0.034307
1076,0.076642,-0.263504,-0.037956
1077,0.068613,-0.276642,-0.043066
1078,0.056934,-0.292701,-0.047445
1079,0.045255,-0.307299,-0.054015
1080,0.033577,-0.321168,-0.053285
1081,0.00438,-0.350365,-0.056204
1082,-0.024818,-0.369343,-0.057664
1083,-0.070803,-0.376642,-0.067153
1084,-0.094891,-0.39854,-0.047445
1085,-0.121168,-0.408029,-0.034307
1086,-0.166423,-0.410949,-0.018248
1087,-0.20365,-0.39708,-0.015328
1088,-0.235036,-0.376642,-0.016788
1089,-0.256204,-0.348175,-0.024818
1090,-0.272993,-0.323358,-0.027737
1091,-0.276642,-0.313139,-0.029927
1092,-0.283212,-0.287591,-0.036496
1093,-0.288321,-0.259124,-0.040146
1094,-0.294891,-0.224818,-0.036496
1095,-0.294891,-0.19708,-0.034307
1096,-0.285401,-0.156934,-0.033577
1097,-0.268613,-0.108759,-0.024818
1098,-0.248175,-0.072263,-0.011679
1099,-0.219708,-0.046715,-0.005109
1100,-0.189051,-0.027737,-0.00292
1101,-0.162774,-0.018248,-0.005109
1102,-0.120438,-0.009489,-0.00365
1103,-0.082482,-0.005839,0.00365
1104,-0.051095,-0.011679,0.005839
1105,-0.029197,-0.015328,0.012409
1106,-0.030657,-0.014599,0.013869
1107,-0.052555,-0.012409,0.00292
1108,-0.069343,-0.010949,0.00073
1109,-0.083212,-0.014599,-0.011679
1110,-0.078102,-0.013869,-0.008759
1111,-0.072263,-0.016058,-0.011679
1112,-0.074453,-0.021898,-0.021898
1113,-0.082482,-0.026277,-0.032117
1114,-0.090511,-0.030657,-0.036496
1115,-0.09708,-0.029927,-0.037226
1116,-0.10365,-0.028467,-0.037956
1117,-0.105839,-0.028467,-0.035766
1118,-0.106569,-0.028467,-0.036496
1119,-0.108029,-0.028467,-0.035766
1120,-0.109489,-0.024818,-0.029197
1121,-0.10219,-0.018978,-0.021898
1122,-0.088321,-0.013869,-0.013139
1123,-0.070073,-0.012409,-0.005109
1124,-0.053285,-0.010219,0.007299
1125,-0.010219,-0.018978,0.024088
1126,0.036496,-0.045255,0.039416
1127,0.048905,-0.056934,0.037226
1128,0.062774,-0.071533,0.038686
1129,0.073723,-0.083942,0.037956
1130,0.072263,-0.083942,0.035766
1131,0.061314,-0.070073,0.035036
1132,0.043796,-0.054745,0.030657
1133,0.025547,-0.040876,0.024088
1134,-0.00219,-0.025547,0.014599
1135,-0.035036,-0.016058,0.008029
1136,-0.067153,-0.008759,0.00146
1137,-0.091971,-0.012409,-0.007299
1138,-0.110219,-0.015328,-0.013869
1139,-0.127007,-0.014599,-0.014599
1140,-0.135036,-0.014599,-0.007299
1141,-0.144526,-0.013139,-0.00146
1142,-0.149635,-0.013139,0.00073
1143,-0.151825,-0.010219,0.005839
1144,-0.148905,-0.007299,0.013869
1145,-0.143066,-0.005839,0.015328
1146,-0.131387,-0.00146,0.018978
1147,-0.113139,-0.00073,0.017518
1148,-0.10073,-0.00073,0.016788
1149,-0.090511,0.0,0.018978
1150,-0.094891,0.00073,0.021898
1151,-0.108759,0.0,0.022628
1152,-0.120438,0.00073,0.021898
1153,-0.128467,0.00073,0.025547
1154,-0.130657,0.00292,0.032117
1155,-0.130657,0.00292,0.036496
1156,-0.126277,0.00438,0.035036
1157,-0.118248,0.00219,0.029927
1158,-0.110219,0.00365,0.028467
1159,-0.109489,0.00365,0.032847
1160,-0.112409,0.00438,0.039416
1161,-0.113869,0.007299,0.047445
1162,-0.122628,0.008029,0.058394
1163,-0.138686,0.008029,0.076642
1164,-0.154015,0.005109,0.091241
1165,-0.162044,0.00219,0.09562
1166,-0.165693,0.00073,0.088321
1167,-0.164964,0.00292,0.080292
1168,-0.151095,0.005109,0.070073
1169,-0.136496,0.008759,0.062774
1170,-0.130657,0.008029,0.065693
1171,-0.133577,0.008029,0.070073
1172,-0.142336,0.007299,0.084672
1173,-0.153285,0.00365,0.09708
1174,-0.162774,0.00073,0.10438
1175,-0.168613,0.0,0.106569
1176,-0.168613,0.0,0.10365
1177,-0.169343,0.0,0.10073
1178,-0.175182,-0.00146,0.09854
1179,-0.181752,-0.005109,0.09635
1180,-0.188321,-0.005109,0.094891
1181,-0.191971,-0.008759,0.094891
1182,-0.192701,-0.008759,0.10365
1183,-0.189051,-0.007299,0.110949
1184,-0.181022,-0.007299,0.118978
1185,-0.171533,-0.00365,0.125547
1186,-0.162044,-0.00365,0.132117
1187,-0.159854,-0.00438,0.134307
1188,-0.169343,-0.006569,0.136496
1189,-0.178832,-0.010949,0.140876
1190,-0.192701,-0.016788,0.139416
1191,-0.19854,-0.019708,0.138686
1192,-0.20365,-0.020438,0.137226
1193,-0.213139,-0.025547,0.136496
1194,-0.221898,-0.029927,0.131387
1195,-0.232117,-0.035766,0.127007
1196,-0.240146,-0.040146,0.118978
1197,-0.245985,-0.042336,0.112409
1198,-0.249635,-0.044526,0.10365
1199,-0.250365,-0.043796,0.093431
1200,-0.249635,-0.043796,0.081752
1201,-0.246715,-0.042336,0.070073
1202,-0.243066,-0.040146,0.064234
1203,-0.241606,-0.037956,0.058394
1204,-0.236496,-0.037226,0.051095
1205,-0.231387,-0.035036,0.043796
1206,-0.224088,-0.032847,0.030657
1207,-0.208759,-0.027007,0.021168
1208,-0.193431,-0.021898,0.014599
1209,-0.176642,-0.015328,0.013869
1210,-0.166423,-0.011679,0.015328
1211,-0.144526,-0.00438,0.020438
1212,-0.123358,-0.00073,0.021898
1213,-0.108029,0.00073,0.025547
1214,-0.094161,0.00219,0.027007
1215,-0.084672,0.00146,0.027007
1216,-0.081022,0.00073,0.027737
1217,-0.078102,0.0,0.025547
1218,-0.077372,0.0,0.024088
1219,-0.082482,0.0,0.020438
1220,-0.088321,-0.00219,0.017518
1221,-0.094161,-0.00073,0.016058
1222,-0.10292,-0.00073,0.013869
1223,-0.108029,-0.00146,0.014599
1224,-0.108759,-0.00073,0.015328
1225,-0.10146,-0.00073,0.014599
1226,-0.084672,-0.00146,0.016788
1227,-0.068613,-0.00438,0.011679
1228,-0.046715,-0.010219,0.013139
1229,-0.029927,-0.015328,0.011679
1230,-0.018248,-0.018978,0.011679
1231,-0.008029,-0.024818,0.010219
1232,-0.00365,-0.027007,0.010219
1233,-0.005109,-0.026277,0.010219
1234,-0.006569,-0.024818,0.013139
1235,-0.010949,-0.022628,0.011679
1236,-0.013139,-0.021168,0.011679
1237,-0.013869,-0.021168,0.010949
1238,-0.018248,-0.018978,0.008759
1239,-0.024088,-0.017518,0.009489
1240,-0.024818,-0.017518,0.007299
1241,-0.024818,-0.016058,0.008029
1242,-0.025547,-0.016788,0.007299
1243,-0.037226,-0.014599,0.00146
1244,-0.050365,-0.012409,0.0
1245,-0.070073,-0.009489,-0.00073
1246,-0.094161,-0.008029,-0.005839
1247,-0.119708,-0.011679,-0.008759
1248,-0.143796,-0.016058,-0.012409
1249,-0.161314,-0.021898,-0.013869
1250,-0.171533,-0.027007,-0.014599
1251,-0.184672,-0.032117,-0.016058
1252,-0.20073,-0.039416,-0.014599
1253,-0.217518,-0.048905,-0.013869
1254,-0.232117,-0.061314,-0.015328
1255,-0.246715,-0.076642,-0.018978
1256,-0.253285,-0.083942,-0.019708
1257,-0.262044,-0.09854,-0.023358
1258,-0.267883,-0.110219,-0.025547
1259,-0.271533,-0.115328,-0.024088
1260,-0.274453,-0.122628,-0.027007
1261,-0.280292,-0.133577,-0.026277
1262,-0.285401,-0.144526,-0.027007
1263,-0.289781,-0.154745,-0.027007
1264,-0.294161,-0.169343,-0.026277
1265,-0.29562,-0.175912,-0.027007
1266,-0.289781,-0.156204,-0.026277
1267,-0.277372,-0.125547,-0.024088
1268,-0.249635,-0.083212,-0.020438
1269,-0.224818,-0.059124,-0.018248
1270,-0.20292,-0.045255,-0.018248
1271,-0.183212,-0.032847,-0.014599
1272,-0.166423,-0.023358,-0.010219
1273,-0.148905,-0.016788,-0.006569
1274,-0.131387,-0.011679,-0.00365
1275,-0.115328,-0.010219,-0.00073
1276,-0.09854,-0.007299,0.005839
1277,-0.081022,-0.005839,0.008029
1278,-0.066423,-0.008759,0.005839
1279,-0.051095,-0.013869,0.00146
1280,-0.044526,-0.016788,-0.00219
1281,-0.027737,-0.020438,0.00292
1282,-0.013869,-0.026277,0.00438
1283,0.008759,-0.037226,0.00365
1284,0.026277,-0.051095,0.00365
1285,0.048905,-0.073723,-0.00073
1286,0.067153,-0.09562,0.00073
1287,0.078832,-0.114599,-0.00219
1288,0.082482,-0.127737,-0.007299
1289,0.082482,-0.135036,-0.011679
1290,0.078832,-0.125547,-0.013139
1291,0.067153,-0.105109,-0.010949
1292,0.053285,-0.083942,-0.013139
1293,0.031387,-0.065693,-0.016058
1294,0.009489,-0.048175,-0.018248
1295,-0.016058,-0.035766,-0.018978
1296,-0.030657,-0.029927,-0.020438
1297,-0.051825,-0.024088,-0.022628
1298,-0.072263,-0.020438,-0.024818
1299,-0.09635,-0.022628,-0.029927
1300,-0.128467,-0.028467,-0.035036
1301,-0.143796,-0.031387,-0.035766
1302,-0.168613,-0.041606,-0.039416
1303,-0.186861,-0.051825,-0.041606
1304,-0.20365,-0.064964,-0.048175
1305,-0.218978,-0.079562,-0.049635
1306,-0.233577,-0.094161,-0.050365
1307,-0.245985,-0.107299,-0.050365
1308,-0.257664,-0.125547,-0.051095
1309,-0.267153,-0.138686,-0.048905
1310,-0.271533,-0.151825,-0.051095
1311,-0.276642,-0.172263,-0.051825
1312,-0.278832,-0.177372,-0.050365
1313,-0.281022,-0.182482,-0.050365
1314,-0.281752,-0.175182,-0.048175
1315,-0.264234,-0.135036,-0.048905
1316,-0.250365,-0.110219,-0.046715
1317,-0.227737,-0.084672,-0.047445
1318,-0.205839,-0.063504,-0.041606
1319,-0.181752,-0.048175,-0.040876
1320,-0.160584,-0.037956,-0.037226
1321,-0.143796,-0.032847,-0.037226
1322,-0.125547,-0.029197,-0.035766
1323,-0.10365,-0.022628,-0.027737
1324,-0.083212,-0.020438,-0.023358
1325,-0.064234,-0.020438,-0.020438
1326,-0.045985,-0.023358,-0.017518
1327,-0.024088,-0.029927,-0.015328
1328,-0.00292,-0.038686,-0.012409
1329,0.016058,-0.054015,-0.016788
1330,0.032847,-0.072993,-0.024088
1331,0.042336,-0.089781,-0.030657
1332,0.040876,-0.09781,-0.039416
1333,0.035766,-0.09854,-0.045985
1334,0.023358,-0.092701,-0.052555
1335,0.00146,-0.078832,-0.058394
1336,-0.040146,-0.067883,-0.069343
1337,-0.062044,-0.070073,-0.076642
1338,-0.093431,-0.072993,-0.084672
1339,-0.118248,-0.079562,-0.088321
1340,-0.153285,-0.09635,-0.092701
1341,-0.194161,-0.127737,-0.094891
1342,-0.214599,-0.157664,-0.09635
1343,-0.194891,-0.162044,-0.105839
1344,-0.185401,-0.175912,-0.113869
1345,-0.168613,-0.20438,-0.122628
1346,-0.152555,-0.217518,-0.127007
1347,-0.138686,-0.234307,-0.127737
1348,-0.130657,-0.248905,-0.127007
1349,-0.126277,-0.264234,-0.126277
1350,-0.118248,-0.279562,-0.124088
1351,-0.116058,-0.292701,-0.119708
1352,-0.118978,-0.294891,-0.118978
1353,-0.125547,-0.281752,-0.121898
1354,-0.129927,-0.254015,-0.127737
1355,-0.124818,-0.225547,-0.130657
1356,-0.118978,-0.207299,-0.130657
1357,-0.112409,-0.177372,-0.128467
1358,-0.105109,-0.156204,-0.123358
1359,-0.1,-0.144526,-0.120438
1360,-0.094161,-0.136496,-0.116788
1361,-0.083942,-0.123358,-0.111679
1362,-0.072993,-0.108029,-0.10219
1363,-0.051825,-0.088321,-0.087591
1364,-0.032847,-0.086131,-0.080292
1365,-0.010219,-0.091241,-0.072263
1366,0.006569,-0.09562,-0.067153
1367,0.024818,-0.10365,-0.060584
1368,0.041606,-0.116058,-0.053285
1369,0.057664,-0.128467,-0.044526
1370,0.065693,-0.139416,-0.041606
1371,0.072263,-0.151825,-0.041606
1372,0.078832,-0.170803,-0.040146
1373,0.083212,-0.183942,-0.037226
1374,0.089781,-0.213139,-0.032117
1375,0.090511,-0.248175,-0.027737
1376,0.083212,-0.279562,-0.024088
1377,0.072993,-0.30438,-0.024088
1378,0.055474,-0.324818,-0.031387
1379,0.044526,-0.341606,-0.029927
1380,0.034307,-0.357664,-0.025547
1381,0.019708,-0.370073,-0.025547
1382,0.00365,-0.381022,-0.027007
1383,-0.010219,-0.386861,-0.031387
1384,-0.010219,-0.379562,-0.041606
1385,0.007299,-0.360584,-0.045985
1386,0.027737,-0.354015,-0.035036
1387,0.045255,-0.351095,-0.015328
1388,0.066423,-0.334307,-0.00438
1389,0.090511,-0.3,0.008759
1390,0.115328,-0.249635,0.041606
1391,0.121168,-0.206569,0.075182
1392,0.117518,-0.176642,0.09927
1393,0.10292,-0.132847,0.118978
1394,0.084672,-0.09854,0.125547
1395,0.063504,-0.070803,0.127737
1396,0.053285,-0.058394,0.129197
1397,0.016058,-0.027737,0.126277
1398,-0.010219,-0.012409,0.119708
1399,-0.027737,-0.00292,0.114599
1400,-0.045985,0.00219,0.110949
1401,-0.056934,0.005839,0.110949
1402,-0.048905,0.00438,0.107299
1403,-0.019708,-0.00438,0.105839
1404,0.008759,-0.018248,0.09854
1405,0.035766,-0.038686,0.10292
1406,0.059854,-0.063504,0.110949
1407,0.075182,-0.086861,0.122628
1408,0.085401,-0.110949,0.137956
1409,0.092701,-0.123358,0.135036
1410,0.09781,-0.138686,0.138686
1411,0.09708,-0.148175,0.148905
1412,0.092701,-0.137226,0.148175
1413,0.091241,-0.123358,0.137226
1414,0.10146,-0.130657,0.114599
1415,0.10146,-0.121168,0.079562
1416,0.109489,-0.145985,0.047445
1417,0.09927,-0.137226,0.020438
1418,0.083942,-0.106569,0.016788
1419,0.064234,-0.068613,0.035036
1420,0.028467,-0.030657,0.056934
1421,0.00219,-0.014599,0.059854
1422,-0.025547,-0.00146,0.059854
1423,-0.053285,0.005839,0.056934
1424,-0.079562,0.011679,0.065693
1425,-0.093431,0.012409,0.085401
1426,-0.079562,0.010949,0.081752
1427,-0.038686,0.00073,0.053285
