Timestamp,X_Mag_Raw,Y_Mag_Raw,Z_Mag_Raw
60,-0.163504,-0.026277,0.162044
61,-0.164234,-0.027007,0.162774
62,-0.164964,-0.027737,0.162774
63,-0.167153,-0.028467,0.164964
64,-0.164964,-0.028467,0.166423
65,-0.162774,-0.027007,0.164964
66,-0.162044,-0.026277,0.163504
67,-0.156934,-0.021898,0.161314
68,-0.149635,-0.019708,0.157664
69,-0.143796,-0.017518,0.155474
70,-0.141606,-0.014599,0.150365
71,-0.138686,-0.013869,0.147445
72,-0.137956,-0.011679,0.145255
73,-0.141606,-0.011679,0.145255
74,-0.154015,-0.010949,0.139416
75,-0.160584,-0.011679,0.137956
76,-0.163504,-0.011679,0.138686
77,-0.164964,-0.013869,0.141606
78,-0.172993,-0.016788,0.144526
79,-0.184672,-0.020438,0.148175
80,-0.19708,-0.022628,0.143796
81,-0.20365,-0.024818,0.143066
82,-0.210949,-0.025547,0.139416
83,-0.229197,-0.032847,0.123358
84,-0.251825,-0.043066,0.113139
85,-0.270803,-0.058394,0.10365
86,-0.288321,-0.074453,0.09562
87,-0.308759,-0.10146,0.083942
88,-0.320438,-0.118978,0.080292
89,-0.327737,-0.134307,0.073723
90,-0.336496,-0.157664,0.069343
91,-0.343066,-0.183942,0.062044
92,-0.346715,-0.213139,0.054745
93,-0.346715,-0.243796,0.046715
94,-0.342336,-0.272263,0.042336
95,-0.335766,-0.30073,0.039416
96,-0.321898,-0.331387,0.037226
97,-0.307299,-0.354745,0.033577
98,-0.294161,-0.374453,0.029197
99,-0.272263,-0.39635,0.025547
100,-0.241606,-0.420438,0.027007
101,-0.216058,-0.435766,0.027737
102,-0.19562,-0.445255,0.030657
103,-0.174453,-0.454745,0.039416
104,-0.154745,-0.461314,0.059124
105,-0.129927,-0.462774,0.068613
106,-0.10219,-0.462044,0.072263
107,-0.081022,-0.456934,0.070073
108,-0.081752,-0.454745,0.074453
109,-0.086131,-0.452555,0.086131
110,-0.094161,-0.448905,0.10146
111,-0.10365,-0.445255,0.116788
112,-0.114599,-0.437226,0.132847
113,-0.145985,-0.422628,0.145255
114,-0.149635,-0.411679,0.148905
115,-0.143066,-0.40365,0.156204
116,-0.138686,-0.40146,0.158394
117,-0.137956,-0.40073,0.158394
118,-0.132847,-0.40073,0.160584
119,-0.130657,-0.39927,0.161314
120,-0.127007,-0.39927,0.162044
121,-0.134307,-0.405109,0.164234
122,-0.142336,-0.411679,0.166423
123,-0.164234,-0.419708,0.164234
124,-0.175912,-0.433577,0.157664
125,-0.189781,-0.433577,0.158394
126,-0.207299,-0.431387,0.159854
127,-0.233577,-0.427737,0.152555
128,-0.259124,-0.418248,0.140876
129,-0.275182,-0.413139,0.118248
130,-0.281752,-0.406569,0.057664
131,-0.280292,-0.392701,0.019708
132,-0.265693,-0.373723,-0.027737
133,-0.247445,-0.356204,-0.057664
134,-0.216788,-0.336496,-0.084672
135,-0.194161,-0.307299,-0.107299
136,-0.190511,-0.271533,-0.116058
137,-0.175182,-0.230657,-0.124088
138,-0.161314,-0.19562,-0.124088
139,-0.156204,-0.178832,-0.120438
140,-0.148175,-0.163504,-0.116058
141,-0.135036,-0.136496,-0.108029
142,-0.127007,-0.121168,-0.10219
143,-0.135766,-0.110949,-0.09562
144,-0.140876,-0.092701,-0.084672
145,-0.141606,-0.078102,-0.075182
146,-0.144526,-0.068613,-0.067883
147,-0.149635,-0.062044,-0.062044
148,-0.163504,-0.054745,-0.053285
149,-0.174453,-0.048905,-0.043066
150,-0.183942,-0.042336,-0.033577
151,-0.19635,-0.037226,-0.020438
152,-0.218978,-0.038686,-0.006569
153,-0.265693,-0.070073,-0.00073
154,-0.283212,-0.088321,0.00292
155,-0.30146,-0.109489,0.005839
156,-0.310949,-0.128467,0.005109
157,-0.321168,-0.150365,0.008759
158,-0.327737,-0.174453,0.005839
159,-0.329197,-0.20146,-0.00438
160,-0.332117,-0.225547,0.00146
161,-0.330657,-0.259124,0.00219
162,-0.314599,-0.307299,-0.00073
163,-0.286131,-0.347445,-0.012409
164,-0.254745,-0.373723,-0.022628
165,-0.222628,-0.386131,-0.037956
166,-0.184672,-0.39635,-0.049635
167,-0.143066,-0.40438,-0.051095
168,-0.10219,-0.40365,-0.054745
169,-0.059854,-0.393431,-0.056934
170,-0.021898,-0.377372,-0.057664
171,0.00219,-0.370073,-0.048175
172,0.051825,-0.340876,-0.024088
173,0.059854,-0.315328,-0.038686
174,0.069343,-0.286861,-0.041606
175,0.079562,-0.259854,-0.039416
176,0.082482,-0.229927,-0.040876
177,0.082482,-0.208029,-0.040146
178,0.081022,-0.170073,-0.035036
179,0.075912,-0.137226,-0.024818
180,0.068613,-0.121898,-0.026277
181,0.051825,-0.09708,-0.027007
182,0.035036,-0.078102,-0.029197
183,0.016788,-0.062044,-0.028467
184,-0.021898,-0.032117,-0.024818
185,-0.067883,-0.013869,-0.018248
186,-0.107299,-0.005109,-0.010949
187,-0.138686,-0.005839,-0.008759
188,-0.170803,-0.010949,-0.008759
189,-0.218978,-0.035036,-0.014599
190,-0.244526,-0.052555,-0.016788
191,-0.268613,-0.076642,-0.021168
192,-0.286861,-0.094161,-0.015328
193,-0.316788,-0.145985,-0.012409
194,-0.332117,-0.20073,-0.008029
195,-0.335036,-0.227737,-0.00292
196,-0.329197,-0.272993,-0.00365
197,-0.316058,-0.315328,-0.00073
198,-0.293431,-0.354745,-0.00292
199,-0.259854,-0.389051,-0.00073
200,-0.227737,-0.407299,-0.006569
201,-0.182482,-0.410219,-0.036496
202,-0.130657,-0.39781,-0.064234
203,-0.094161,-0.383212,-0.078832
204,-0.076642,-0.374453,-0.081022
205,-0.066423,-0.367153,-0.084672
206,-0.050365,-0.349635,-0.092701
207,-0.026277,-0.332847,-0.094161
208,0.00438,-0.308029,-0.090511
209,0.030657,-0.289051,-0.080292
210,0.040876,-0.280292,-0.073723
211,0.046715,-0.266423,-0.073723
212,0.056204,-0.254015,-0.067883
213,0.059124,-0.246715,-0.064234
214,0.063504,-0.247445,-0.061314
215,0.068613,-0.247445,-0.056204
216,0.073723,-0.248905,-0.047445
217,0.078832,-0.249635,-0.040146
218,0.087591,-0.247445,-0.026277
219,0.094891,-0.250365,-0.009489
220,0.09927,-0.253285,0.00219
221,0.105109,-0.254745,0.016788
222,0.107299,-0.260584,0.026277
223,0.108029,-0.264234,0.035036
224,0.109489,-0.270073,0.043066
225,0.107299,-0.276642,0.049635
226,0.105839,-0.284672,0.059124
227,0.10438,-0.292701,0.069343
228,0.10146,-0.3,0.077372
229,0.09781,-0.306569,0.083942
230,0.09562,-0.312409,0.092701
231,0.091971,-0.315328,0.10073
232,0.091241,-0.312409,0.112409
233,0.091241,-0.29781,0.132117
234,0.087591,-0.273723,0.157664
235,0.081752,-0.248175,0.178832
236,0.071533,-0.225547,0.19635
237,0.059854,-0.208759,0.208759
238,0.048175,-0.186861,0.219708
239,0.035036,-0.170803,0.227007
240,0.018248,-0.154745,0.234307
241,-0.00219,-0.141606,0.243066
242,-0.013869,-0.138686,0.248175
243,-0.017518,-0.134307,0.248905
244,-0.021898,-0.124088,0.244526
245,-0.026277,-0.109489,0.240146
246,-0.023358,-0.10292,0.233577
247,-0.021168,-0.09562,0.227737
248,-0.021898,-0.086861,0.221168
249,-0.024088,-0.074453,0.212409
250,-0.020438,-0.068613,0.205109
251,-0.016788,-0.066423,0.19854
252,-0.010949,-0.066423,0.193431
253,-0.00438,-0.066423,0.187591
254,-0.007299,-0.061314,0.184672
255,-0.008759,-0.062774,0.186131
256,-0.013139,-0.063504,0.187591
257,-0.022628,-0.063504,0.194161
258,-0.029197,-0.065693,0.20292
259,-0.031387,-0.072993,0.210219
260,-0.034307,-0.080292,0.216058
261,-0.040146,-0.083212,0.220438
262,-0.033577,-0.077372,0.213139
263,-0.018978,-0.071533,0.19927
264,0.018978,-0.077372,0.170803
265,0.051825,-0.088321,0.137226
266,0.070803,-0.10146,0.108759
267,0.081752,-0.113869,0.078102
268,0.085401,-0.124088,0.054015
269,0.086861,-0.129927,0.039416
270,0.087591,-0.140146,0.022628
271,0.086131,-0.145985,0.011679
272,0.084672,-0.154745,-0.00292
273,0.081022,-0.163504,-0.016058
274,0.076642,-0.169343,-0.029197
275,0.070803,-0.176642,-0.041606
276,0.064234,-0.184672,-0.055474
277,0.060584,-0.183942,-0.059124
278,0.064964,-0.181752,-0.054015
279,0.067153,-0.178832,-0.048905
280,0.069343,-0.179562,-0.044526
281,0.074453,-0.176642,-0.035766
282,0.079562,-0.176642,-0.024818
283,0.084672,-0.176642,-0.010949
284,0.090511,-0.180292,0.00146
285,0.09635,-0.191971,0.010949
286,0.1,-0.211679,0.024818
287,0.10365,-0.223358,0.036496
288,0.10292,-0.240146,0.048905
289,0.10219,-0.256934,0.061314
290,0.09927,-0.271533,0.070073
291,0.09562,-0.281752,0.074453
292,0.093431,-0.289781,0.080292
293,0.089781,-0.29562,0.085401
294,0.087591,-0.30292,0.086131
295,0.084672,-0.308759,0.089781
296,0.083212,-0.316058,0.093431
297,0.078832,-0.321898,0.094891
298,0.075182,-0.328467,0.09781
299,0.072993,-0.330657,0.10365
300,0.070803,-0.332847,0.109489
301,0.071533,-0.331387,0.112409
302,0.068613,-0.332847,0.116788
303,0.067883,-0.335036,0.121168
304,0.067883,-0.331387,0.125547
305,0.069343,-0.330657,0.129927
306,0.066423,-0.331387,0.134307
307,0.065693,-0.331387,0.138686
308,0.064234,-0.331387,0.141606
309,0.064234,-0.329927,0.145255
310,0.061314,-0.331387,0.149635
311,0.056934,-0.332847,0.156934
312,0.054745,-0.335036,0.160584
313,0.048905,-0.335766,0.166423
314,0.045255,-0.336496,0.174453
315,0.036496,-0.337226,0.183942
316,0.032847,-0.341606,0.187591
317,0.029197,-0.342336,0.189781
318,0.022628,-0.343796,0.19708
319,0.014599,-0.337226,0.209489
320,0.010219,-0.335766,0.215328
321,0.00438,-0.334307,0.220438
322,-0.005109,-0.333577,0.227737
323,-0.010219,-0.329927,0.233577
324,-0.014599,-0.326277,0.239416
325,-0.020438,-0.324818,0.243796
326,-0.021898,-0.315328,0.250365
327,-0.030657,-0.312409,0.254745
328,-0.037956,-0.309489,0.260584
329,-0.045255,-0.307299,0.265693
330,-0.059854,-0.29781,0.272263
331,-0.076642,-0.281022,0.282482
332,-0.106569,-0.254015,0.289781
333,-0.138686,-0.229927,0.293431
334,-0.162774,-0.224088,0.290511
335,-0.176642,-0.229927,0.287591
336,-0.186861,-0.237956,0.285401
337,-0.19854,-0.236496,0.281752
338,-0.206569,-0.235036,0.278102
339,-0.210949,-0.240876,0.277372
340,-0.217518,-0.241606,0.275182
341,-0.229197,-0.244526,0.270073
342,-0.235766,-0.250365,0.265693
343,-0.244526,-0.251825,0.262044
344,-0.249635,-0.248175,0.256934
345,-0.251095,-0.240876,0.259124
346,-0.251825,-0.229927,0.257664
347,-0.254015,-0.223358,0.254745
348,-0.256204,-0.208759,0.253285
349,-0.251825,-0.182482,0.251095
350,-0.246715,-0.161314,0.248905
351,-0.238686,-0.142336,0.245985
352,-0.229927,-0.123358,0.242336
353,-0.218978,-0.108029,0.237956
354,-0.208029,-0.091971,0.231387
355,-0.194891,-0.078102,0.227007
356,-0.181022,-0.064234,0.220438
357,-0.167153,-0.054015,0.214599
358,-0.153285,-0.044526,0.207299
359,-0.131387,-0.032847,0.19562
360,-0.112409,-0.023358,0.182482
361,-0.09635,-0.019708,0.172263
362,-0.075182,-0.016058,0.161314
363,-0.051825,-0.016058,0.146715
364,-0.031387,-0.016788,0.131387
365,-0.014599,-0.021168,0.116788
366,-0.00219,-0.024818,0.105109
367,0.006569,-0.029927,0.094891
368,0.016058,-0.036496,0.086861
369,0.025547,-0.040876,0.077372
370,0.032847,-0.047445,0.064234
371,0.041606,-0.058394,0.048905
372,0.046715,-0.064964,0.037956
373,0.054015,-0.075182,0.028467
374,0.058394,-0.087591,0.013869
375,0.061314,-0.09708,0.00292
376,0.064234,-0.112409,-0.009489
377,0.067883,-0.121898,-0.016788
378,0.069343,-0.135036,-0.025547
379,0.070803,-0.151095,-0.035766
380,0.067153,-0.158394,-0.040876
381,0.064964,-0.170803,-0.049635
382,0.062044,-0.185401,-0.059124
383,0.054745,-0.205839,-0.068613
384,0.040876,-0.233577,-0.079562
385,0.026277,-0.254015,-0.090511
386,0.013869,-0.270803,-0.094891
387,0.00292,-0.290511,-0.094161
388,-0.00438,-0.306569,-0.091241
389,-0.008029,-0.321898,-0.085401
390,-0.008029,-0.335036,-0.077372
391,-0.014599,-0.348905,-0.069343
392,-0.020438,-0.364964,-0.062044
393,-0.035766,-0.381752,-0.054015
394,-0.043066,-0.389051,-0.048905
395,-0.040146,-0.390511,-0.043796
396,-0.040146,-0.39562,-0.039416
397,-0.039416,-0.39708,-0.035766
398,-0.042336,-0.4,-0.031387
399,-0.043066,-0.40219,-0.027007
400,-0.043796,-0.40365,-0.023358
401,-0.043066,-0.40438,-0.021898
402,-0.047445,-0.407299,-0.018978
403,-0.048175,-0.408759,-0.016058
404,-0.048905,-0.408759,-0.016788
405,-0.053285,-0.408759,-0.019708
406,-0.055474,-0.408759,-0.019708
407,-0.055474,-0.408759,-0.017518
408,-0.056204,-0.408759,-0.018978
409,-0.059124,-0.408759,-0.018248
410,-0.064234,-0.410949,-0.019708
411,-0.075912,-0.411679,-0.019708
412,-0.086861,-0.412409,-0.024818
413,-0.091241,-0.412409,-0.028467
414,-0.1,-0.410949,-0.032117
415,-0.10219,-0.410949,-0.031387
416,-0.10292,-0.413139,-0.029927
417,-0.10146,-0.413869,-0.027737
418,-0.09635,-0.414599,-0.023358
419,-0.084672,-0.418248,-0.018248
420,-0.064234,-0.411679,-0.018978
421,-0.058394,-0.413869,-0.014599
422,-0.052555,-0.417518,-0.00219
423,-0.051095,-0.423358,0.010219
424,-0.048175,-0.426277,0.024088
425,-0.041606,-0.428467,0.040876
426,-0.045985,-0.432847,0.055474
427,-0.048175,-0.435766,0.067883
428,-0.054015,-0.437226,0.079562
429,-0.055474,-0.437956,0.089051
430,-0.053285,-0.435766,0.10073
431,-0.040146,-0.429927,0.111679
432,-0.035766,-0.425547,0.121168
433,-0.028467,-0.418248,0.130657
434,-0.017518,-0.406569,0.146715
435,-0.018978,-0.394161,0.170803
436,-0.022628,-0.385401,0.187591
437,-0.029197,-0.384672,0.191971
438,-0.032117,-0.383212,0.19635
439,-0.038686,-0.383212,0.2
440,-0.044526,-0.382482,0.205839
441,-0.047445,-0.381022,0.208759
442,-0.054015,-0.382482,0.210219
443,-0.062774,-0.389781,0.205109
444,-0.061314,-0.388321,0.208029
445,-0.054745,-0.378832,0.213139
446,-0.048175,-0.364964,0.223358
447,-0.040876,-0.349635,0.231387
448,-0.037226,-0.329927,0.241606
449,-0.039416,-0.305109,0.254015
450,-0.048175,-0.283212,0.264964
451,-0.064964,-0.252555,0.277372
452,-0.084672,-0.225547,0.283942
453,-0.10292,-0.205839,0.284672
454,-0.119708,-0.187591,0.283942
455,-0.136496,-0.173723,0.281752
456,-0.147445,-0.163504,0.278832
457,-0.159124,-0.151095,0.273723
458,-0.174453,-0.139416,0.266423
459,-0.185401,-0.133577,0.261314
460,-0.191971,-0.131387,0.258394
461,-0.194891,-0.128467,0.256934
462,-0.19708,-0.128467,0.254745
463,-0.20073,-0.125547,0.252555
464,-0.20219,-0.122628,0.251095
465,-0.2,-0.117518,0.249635
466,-0.193431,-0.108759,0.245255
467,-0.189781,-0.10146,0.243796
468,-0.183942,-0.094161,0.241606
469,-0.175912,-0.089781,0.238686
470,-0.170803,-0.086131,0.238686
471,-0.163504,-0.084672,0.238686
472,-0.158394,-0.086131,0.240146
473,-0.151095,-0.086861,0.242336
474,-0.142336,-0.086861,0.243066
475,-0.134307,-0.087591,0.242336
476,-0.124818,-0.086861,0.243066
477,-0.110219,-0.089051,0.244526
478,-0.09562,-0.09562,0.246715
479,-0.076642,-0.105109,0.248175
480,-0.056204,-0.118978,0.249635
481,-0.035766,-0.140876,0.252555
482,-0.018978,-0.165693,0.251095
483,-0.005839,-0.191971,0.249635
484,-0.00073,-0.216058,0.248175
485,0.0,-0.243796,0.245255
486,0.00146,-0.268613,0.240876
487,0.00073,-0.288321,0.235036
488,0.00073,-0.30438,0.229927
489,0.00365,-0.313139,0.223358
490,0.011679,-0.313139,0.218248
491,0.010949,-0.310219,0.218978
492,0.010949,-0.306569,0.221898
493,0.008029,-0.3,0.227007
494,0.00365,-0.288321,0.235036
495,-0.005839,-0.280292,0.245255
496,-0.011679,-0.270803,0.251825
497,-0.021168,-0.263504,0.258394
498,-0.027737,-0.259854,0.261314
499,-0.032847,-0.254745,0.264234
500,-0.037226,-0.250365,0.267883
501,-0.044526,-0.240146,0.270803
502,-0.051095,-0.233577,0.274453
503,-0.054015,-0.232117,0.275182
504,-0.060584,-0.227737,0.276642
505,-0.059854,-0.225547,0.276642
506,-0.056934,-0.224818,0.276642
507,-0.049635,-0.227737,0.273723
508,-0.039416,-0.230657,0.270073
509,-0.029927,-0.232117,0.265693
510,-0.033577,-0.227007,0.267153
511,-0.038686,-0.213869,0.268613
512,-0.048175,-0.20219,0.270803
513,-0.054015,-0.19562,0.271533
514,-0.058394,-0.189781,0.271533
515,-0.055474,-0.178832,0.267883
516,-0.036496,-0.167883,0.258394
517,-0.00146,-0.161314,0.239416
518,0.029197,-0.163504,0.217518
519,0.045985,-0.170803,0.20292
520,0.056934,-0.174453,0.189051
521,0.062774,-0.175912,0.183942
522,0.068613,-0.178102,0.177372
523,0.071533,-0.181022,0.170803
524,0.075182,-0.183942,0.167153
525,0.078102,-0.187591,0.162774
526,0.080292,-0.190511,0.157664
527,0.084672,-0.192701,0.151095
528,0.089051,-0.19562,0.141606
529,0.094891,-0.19562,0.125547
530,0.1,-0.194891,0.105839
531,0.10146,-0.190511,0.089051
532,0.10219,-0.187591,0.070073
533,0.10146,-0.180292,0.054745
534,0.09854,-0.175182,0.036496
535,0.094161,-0.167883,0.021898
536,0.089781,-0.161314,0.013139
537,0.085401,-0.148905,0.012409
538,0.084672,-0.136496,0.015328
539,0.082482,-0.124088,0.022628
540,0.079562,-0.116788,0.030657
541,0.078832,-0.109489,0.036496
542,0.076642,-0.105839,0.043796
543,0.075182,-0.09781,0.054015
544,0.072263,-0.091241,0.069343
545,0.067883,-0.084672,0.082482
546,0.064234,-0.081752,0.091241
547,0.059854,-0.075912,0.105109
548,0.054745,-0.070803,0.113869
549,0.054745,-0.071533,0.111679
550,0.059124,-0.075182,0.10365
551,0.063504,-0.080292,0.1
552,0.074453,-0.09562,0.087591
553,0.089781,-0.123358,0.070803
554,0.09927,-0.150365,0.054745
555,0.10292,-0.172993,0.039416
556,0.10073,-0.191241,0.027007
557,0.1,-0.213139,0.018248
558,0.09562,-0.237226,0.009489
559,0.089781,-0.253285,0.00146
560,0.081022,-0.283942,-0.00438
561,0.067883,-0.305109,-0.009489
562,0.051825,-0.328467,-0.016058
563,0.034307,-0.347445,-0.022628
564,0.00365,-0.372263,-0.029927
565,-0.032117,-0.39562,-0.027007
566,-0.065693,-0.40365,-0.035036
567,-0.080292,-0.40438,-0.041606
568,-0.094891,-0.405839,-0.039416
569,-0.121168,-0.40219,-0.047445
570,-0.140146,-0.394891,-0.053285
571,-0.171533,-0.394161,-0.049635
572,-0.207299,-0.389781,-0.039416
573,-0.225547,-0.387591,-0.027007
574,-0.240146,-0.385401,-0.014599
575,-0.254745,-0.378102,-0.010219
576,-0.269343,-0.364234,-0.009489
577,-0.291241,-0.343066,-0.00073
578,-0.307299,-0.327737,0.013869
579,-0.30292,-0.319708,-0.005109
580,-0.30146,-0.308759,-0.017518
581,-0.29635,-0.30365,-0.026277
582,-0.29708,-0.294891,-0.035036
583,-0.29562,-0.286131,-0.038686
584,-0.29708,-0.267883,-0.044526
585,-0.30146,-0.230657,-0.044526
586,-0.294161,-0.213869,-0.054745
587,-0.311679,-0.186131,-0.022628
588,-0.310949,-0.167883,-0.016788
589,-0.308029,-0.167153,-0.021898
590,-0.313869,-0.183942,-0.018248
591,-0.308759,-0.191971,-0.031387
592,-0.316788,-0.193431,-0.016058
593,-0.327737,-0.181022,0.013139
594,-0.321898,-0.135766,0.045985
595,-0.29927,-0.09635,0.038686
596,-0.292701,-0.09562,0.021168
597,-0.285401,-0.1,-0.00146
598,-0.276642,-0.091971,-0.005109
599,-0.262044,-0.072993,0.0
600,-0.248905,-0.056934,0.005839
601,-0.236496,-0.043066,0.016058
602,-0.205839,-0.023358,0.024818
603,-0.165693,-0.008759,0.030657
604,-0.128467,-0.00073,0.035036
605,-0.10146,-0.00073,0.036496
606,-0.072993,-0.00365,0.039416
607,-0.045985,-0.009489,0.046715
608,-0.029197,-0.013869,0.053285
609,-0.030657,-0.014599,0.050365
610,-0.049635,-0.010219,0.038686
611,-0.094891,-0.00365,0.021168
612,-0.140146,-0.010219,0.008029
613,-0.189781,-0.029197,-0.007299
614,-0.239416,-0.064964,-0.018978
615,-0.264964,-0.09854,-0.029927
616,-0.281752,-0.132117,-0.038686
617,-0.291241,-0.159854,-0.042336
618,-0.29854,-0.178102,-0.039416
619,-0.309489,-0.207299,-0.033577
620,-0.311679,-0.228467,-0.030657
621,-0.316058,-0.245255,-0.025547
622,-0.320438,-0.248175,-0.016788
623,-0.321168,-0.262774,-0.012409
624,-0.324088,-0.276642,-0.00292
625,-0.326277,-0.286861,0.007299
626,-0.326277,-0.308029,0.020438
627,-0.321898,-0.327737,0.029197
628,-0.318248,-0.334307,0.029197
629,-0.29635,-0.366423,0.026277
630,-0.265693,-0.39708,0.024818
631,-0.227007,-0.424088,0.030657
632,-0.19781,-0.439416,0.037226
633,-0.181022,-0.443066,0.038686
634,-0.181022,-0.443796,0.043066
635,-0.167883,-0.445985,0.042336
636,-0.157664,-0.448175,0.043066
637,-0.129197,-0.450365,0.043796
638,-0.059124,-0.441606,0.044526
639,-0.020438,-0.427007,0.059124
640,0.017518,-0.40438,0.078832
641,0.041606,-0.383212,0.091241
642,0.074453,-0.343066,0.089781
643,0.092701,-0.308759,0.079562
644,0.10438,-0.278832,0.072993
645,0.112409,-0.247445,0.067153
646,0.113869,-0.211679,0.075912
647,0.10146,-0.140146,0.070073
648,0.070803,-0.081752,0.060584
649,0.035036,-0.044526,0.052555
650,0.00365,-0.021168,0.048175
651,-0.044526,-0.00146,0.039416
652,-0.141606,0.007299,0.031387
653,-0.229197,-0.026277,0.022628
654,-0.287591,-0.075912,0.023358
655,-0.317518,-0.118248,0.022628
656,-0.328467,-0.142336,0.021168
657,-0.330657,-0.164964,0.007299
658,-0.332847,-0.19635,-0.00292
659,-0.329927,-0.264964,-0.005839
660,-0.290511,-0.352555,-0.007299
661,-0.219708,-0.413869,-0.00219
662,-0.158394,-0.435766,0.00146
663,-0.089781,-0.435036,0.00073
664,-0.035766,-0.419708,0.00292
665,0.032117,-0.377372,0.005109
666,0.10073,-0.277372,0.041606
667,0.109489,-0.189781,0.067153
668,0.093431,-0.129197,0.087591
669,0.060584,-0.078102,0.09781
670,0.00219,-0.024088,0.090511
671,-0.025547,-0.010219,0.081752
672,-0.031387,-0.008759,0.086861
673,-0.072263,0.00438,0.059124
674,-0.121898,0.00438,0.038686
675,-0.155474,-0.00292,0.020438
676,-0.19854,-0.024088,-0.00073
677,-0.225547,-0.040876,-0.005839
678,-0.238686,-0.049635,-0.00073
679,-0.249635,-0.071533,-0.023358
680,-0.243066,-0.089051,-0.049635
681,-0.251095,-0.118978,-0.064964
682,-0.255474,-0.141606,-0.070803
683,-0.262774,-0.155474,-0.073723
684,-0.263504,-0.173723,-0.078832
685,-0.272993,-0.226277,-0.076642
686,-0.264234,-0.280292,-0.076642
687,-0.213869,-0.334307,-0.083212
688,-0.169343,-0.364234,-0.081752
689,-0.110219,-0.372263,-0.081022
690,-0.076642,-0.378102,-0.072263
691,-0.051095,-0.368613,-0.071533
692,-0.032847,-0.368613,-0.063504
693,-0.019708,-0.366423,-0.057664
694,0.015328,-0.342336,-0.053285
695,0.051095,-0.291971,-0.050365
696,0.057664,-0.238686,-0.059854
697,0.054015,-0.180292,-0.060584
698,0.034307,-0.124088,-0.057664
699,0.008029,-0.059124,-0.019708
700,-0.028467,-0.018978,0.019708
701,-0.092701,-0.010219,-0.00438
702,-0.134307,-0.027007,-0.036496
703,-0.175182,-0.056934,-0.060584
704,-0.224088,-0.10438,-0.074453
705,-0.227007,-0.161314,-0.10146
706,-0.225547,-0.229197,-0.111679
707,-0.220438,-0.293431,-0.10146
708,-0.256934,-0.278832,-0.083212
709,-0.29562,-0.239416,-0.056934
710,-0.286861,-0.163504,-0.054015
711,-0.233577,-0.051825,-0.013139
712,-0.177372,-0.012409,0.010949
713,-0.110219,0.00365,0.040146
714,-0.032847,-0.008029,0.076642
715,0.027007,-0.045255,0.082482
716,0.069343,-0.090511,0.078102
717,0.089051,-0.125547,0.076642
718,0.10365,-0.180292,0.091241
719,0.10365,-0.254745,0.069343
720,0.082482,-0.309489,0.036496
721,0.044526,-0.359124,0.009489
722,-0.005839,-0.391241,-0.011679
723,-0.061314,-0.4,-0.040876
724,-0.09562,-0.393431,-0.060584
725,-0.110219,-0.375912,-0.079562
726,-0.132117,-0.361314,-0.091241
727,-0.164234,-0.348905,-0.094891
728,-0.181022,-0.340876,-0.094161
729,-0.214599,-0.305109,-0.09927
730,-0.224088,-0.265693,-0.106569
