1000623.0735403983,-1.5545246800224366,0.7720232617414464,-24922.941603425024,-553.4578495462553,-1270.5142590446392,-1.5545246800242574,1000623.0550771384,-0.7674521724935547,677.8198239484869,-24922.20307303327,-1216.3187305756012,0.7720232617414464,-0.7674521724935547,1000621.8908962867,1208.7523981041593,1277.7149043750856,-24875.63583896553,-24922.941603425024,677.8198239484869,1208.7523981041593,1000000.0005,0.0,0.0,-553.4578495462553,-24922.20307303327,1277.7149043750856,0.0,1000000.0005,0.0,-1270.5142590446392,-1216.3187305756012,-24875.63583896553,0.0,0.0,1000000.0005
0.00010000041220337152,1.4423857663814488e-08,-4.7688963888958824e-11,-4.946763510815799e-06,-2.1894447854720056e-07,-4.66206984128803e-07,1.4436146500429459e-08,9.999994654208422e-05,1.4162726102995293e-08,2.855772436305415e-07,-4.940673534292728e-06,-4.783223630511202e-07,-3.298961104292175e-11,1.4179265761526949e-08,9.999983012676239e-05,4.2833653424168006e-07,5.114516170579009e-07,-4.9192822189070284e-06,-4.9467344069853425e-06,2.855767888831906e-07,4.283356247469783e-07,997520.2481641134,11.586953884711797,-6.262955173487825,-2.1894447854720056e-07,-4.940680810250342e-06,5.114534360473044e-07,11.586953884711797,997521.8002146033,5.84820862079502,-4.66206984128803e-07,-4.783214535564184e-07,-4.919260391034186e-06,-6.262955173487768,5.848208620795106,997529.4858779886
622.1193288360633,-1.1569447185424653,0.8387220862749537,-24884.767255446026,-627.8098107136394,-964.7893844441375,-1.1569447185299937,621.4418559607433,-0.6284822645851165,720.3639893111233,-24857.670589285844,-1216.1198630902252,0.8387220862892605,-0.6284822645684294,621.0308508114578,897.6896636312408,1266.4014309988445,-24841.231527284453,-24884.767255445997,720.3639893111211,897.6896636312379,997520.2486641133,11.586953884711797,-6.262955173487825,-627.8098107136396,-24857.670589285848,1266.401430998847,11.586953884711797,997521.8007146033,5.84820862079502,-964.7893844441357,-1216.1198630902222,-24841.23152728443,-6.262955173487768,5.848208620795106,997529.4863779886
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
