Timestamp,X_Accel_g,Y_Accel_g,Z_Accel_g
0,-0.719238,0.57666,-0.09082
1,-0.905762,0.526855,-0.031738
2,-0.833496,0.47168,0.050781
3,-0.683105,0.686523,0.269531
4,-0.552734,0.717285,0.378906
5,-0.467773,0.831543,0.395508
6,-0.172852,0.907715,0.254883
7,0.080566,0.996582,0.146484
8,0.300781,0.990234,-0.009277
9,0.552246,0.75,-0.223633
10,0.770508,0.674805,-0.32959
11,0.800781,0.308105,-0.563965
12,0.753906,0.036621,-0.672363
13,0.644043,-0.160156,-0.79248
14,0.314453,-0.377441,-0.82373
15,0.17334,-0.673828,-0.769043
16,-0.119629,-0.772949,-0.616699
17,-0.033203,-0.898438,-0.461426
18,-0.124023,-0.959961,-0.291016
19,0.012207,-0.959961,-0.149902
20,-0.003906,-1.00293,-0.060547
21,0.129883,-0.994629,-0.016113
22,0.317871,-0.953125,0.066406
23,0.520508,-0.839355,0.168945
24,0.686035,-0.694824,0.257812
25,0.797852,-0.572754,0.316406
26,0.888184,-0.368652,0.384277
27,0.967773,-0.058105,0.415527
28,0.975586,0.174805,0.256348
29,0.789062,0.554688,-0.202637
30,0.612793,0.727051,-0.429688
31,0.444824,0.688477,-0.645508
32,0.160645,0.615234,-0.841797
33,-0.313965,0.133789,-0.978027
34,-0.21875,-0.094727,-0.98877
35,-0.133789,-0.174805,-0.92334
36,-0.43457,-0.188477,-0.883301
37,-0.642578,0.071777,-0.779297
38,-0.643066,0.271484,-0.660645
39,-0.540527,0.574707,-0.494629
40,-0.550293,0.743164,-0.39502
41,-0.39209,0.846191,-0.287109
42,-0.339844,0.989258,-0.114746
43,-0.316895,0.967773,-0.009766
44,-0.151367,0.964844,0.060059
45,-0.050781,1.028809,0.14502
46,0.041504,1.020996,0.150391
47,0.100586,0.981445,0.144531
48,0.185059,1.026367,0.124512
49,0.272949,1.024902,0.003418
50,0.225098,0.991699,-0.105469
51,0.214844,0.941895,-0.254883
52,0.186523,0.938477,-0.393066
53,0.29248,0.786133,-0.559082
54,0.251953,0.606445,-0.731445
55,0.10498,0.467285,-0.864746
56,-0.005371,0.306641,-0.964355
57,0.052734,0.07959,-1.006836
58,0.070312,-0.060059,-0.996582
59,0.044922,-0.129883,-1.015625
60,0.154785,-0.181641,-1.025391
61,0.222656,-0.212402,-0.98877
62,0.359863,-0.311523,-0.879883
63,0.463867,-0.324707,-0.824219
64,0.542969,-0.35498,-0.802734
65,0.795898,-0.273438,-0.521484
66,0.80127,-0.095703,-0.466797
67,0.95166,0.060059,-0.208008
68,0.92627,0.280762,0.11377
69,0.835449,0.566895,0.358398
70,0.541504,0.79248,0.420898
71,0.231934,0.85498,0.467773
72,-0.025391,0.952148,0.352051
73,-0.222656,0.969727,0.245117
74,-0.420898,0.866699,0.066406
75,-0.574219,0.83252,-0.044922
76,-0.517578,0.894531,-0.098145
77,-0.507812,0.789062,-0.086914
78,-0.339355,0.77002,-0.21875
79,-0.293945,0.697754,-0.209961
80,0.169434,1.062012,-0.308105
81,0.389648,0.905762,-0.375
82,0.618164,0.705078,-0.286133
83,0.791992,0.558105,-0.208984
84,0.862305,0.323242,-0.194824
85,1.008789,0.205566,-0.256348
86,0.997559,-0.005371,-0.269531
87,1.013184,-0.273438,-0.322754
88,0.783203,-0.467285,-0.42627
89,0.685547,-0.541504,-0.506836
90,0.623047,-0.591797,-0.57373
91,0.694824,-0.543457,-0.46582
92,0.756348,-0.501953,-0.391602
93,0.888672,-0.422852,-0.208008
94,1.00293,-0.324707,-0.110352
95,1.049316,-0.160645,-0.099121
96,1.101074,-0.047363,-0.062012
97,0.985352,-0.009766,-0.133301
98,0.972656,-0.053223,-0.115723
99,1.023438,0.11084,-0.099121
100,1.075684,0.018066,-0.072266
101,0.969727,0.109375,-0.270996
102,1.008301,0.152344,-0.272949
103,0.945801,0.147949,-0.344238
104,0.973633,0.125977,-0.333496
105,0.941406,0.174316,-0.398926
106,0.929688,0.226074,-0.379883
107,0.95459,0.173828,-0.361816
108,0.916992,0.199707,-0.390625
109,0.941406,0.20752,-0.412109
110,0.912598,0.19043,-0.430176
111,0.870605,0.308105,-0.444824
112,0.930176,0.301758,-0.397461
113,0.923828,0.293457,-0.336914
114,0.986328,0.286621,-0.272949
115,0.976074,0.203125,-0.271973
116,0.987305,0.206543,-0.213379
117,0.992188,0.235352,-0.143066
118,0.978516,0.230469,-0.158691
119,0.995605,0.233887,-0.183105
120,0.987793,0.262695,-0.192383
121,0.964355,0.274902,-0.221191
122,0.971191,0.258301,-0.223145
123,0.952637,0.290527,-0.273926
124,0.9375,0.306152,-0.300781
125,0.90332,0.295898,-0.265137
126,0.908691,0.323242,-0.338379
127,1.625977,0.519043,0.928711
128,0.911133,0.526367,-0.163574
129,0.804688,0.522461,-0.42334
130,0.713867,0.516113,-0.505859
131,0.777832,0.475098,-0.514648
132,0.711914,0.285645,-0.631348
133,0.819824,0.151855,-0.611328
134,0.789551,0.114258,-0.57959
135,0.922852,0.115234,-0.444824
136,0.947266,0.026855,-0.392578
137,0.995117,-0.160156,-0.240723
138,0.980957,-0.123047,-0.287109
139,1.051758,-0.149902,-0.341309
140,1.03125,-0.062988,-0.068359
141,1.053711,0.026855,-0.07373
142,1.009277,0.083496,-0.147461
143,0.946289,0.47168,-0.234863
144,0.924805,0.592773,-0.644531
145,0.800781,0.529297,-0.402344
146,0.652344,0.662598,-0.63623
147,0.456543,0.619629,-0.57666
148,0.456055,0.668457,-0.718262
149,0.271484,0.625488,-0.786133
150,0.152832,0.486816,-0.870117
151,-0.177246,0.460938,-0.866699
152,-0.3125,0.385254,-0.877441
153,-0.382812,0.312012,-0.814453
154,-0.707031,0.154297,-0.724121
155,-0.80957,0.224609,-0.544434
156,-0.87207,0.088379,-0.36084
157,-1.017578,0.172852,-0.172852
158,-0.943359,0.333008,-0.129395
159,-0.871094,0.240723,-0.232422
160,-0.89502,0.00293,-0.290527
161,-0.901367,-0.189453,-0.331543
162,-0.819336,-0.521973,-0.360352
163,-0.829102,-0.44873,-0.34668
164,-0.852539,-0.430664,-0.314453
165,-0.865723,-0.375,-0.304688
166,-0.874512,-0.363281,-0.294434
167,-0.87207,-0.358887,-0.267578
168,-0.854492,-0.391113,-0.270996
169,-0.852051,-0.423828,-0.277832
170,-0.876465,-0.402344,-0.28418
171,-0.865234,-0.39209,-0.30127
172,-0.8125,-0.36084,-0.393066
173,-0.812012,-0.362305,-0.433594
174,-0.829102,-0.345703,-0.470703
175,-0.781738,-0.26416,-0.561523
176,-0.716309,-0.27002,-0.626465
177,-0.658691,-0.094238,-0.684082
178,-0.711426,0.054199,-0.684082
179,-0.759277,0.20166,-0.567383
180,-0.709961,0.255859,-0.644043
181,-0.637207,0.519043,-0.463379
182,-0.635742,0.621582,-0.258789
183,-0.516602,0.712402,-0.00293
184,-0.589355,0.612305,0.313965
185,-0.706055,0.353027,0.53418
186,-0.806641,0.076172,0.47168
187,-0.714844,-0.135254,0.630859
188,-0.682129,-0.353027,0.661133
189,-0.47168,-0.410645,0.731934
190,-0.395996,-0.480957,0.759766
191,-0.333984,-0.506836,0.796875
192,-0.250977,-0.445312,0.880371
193,-0.243164,-0.369141,0.833496
194,-0.276367,-0.360352,0.841309
195,-0.421875,-0.289551,0.846191
196,-0.557129,-0.18457,0.791016
197,-0.634766,0.100098,0.759277
198,-0.577637,0.336914,0.699219
199,-0.507324,0.727051,0.606445
200,-0.608398,0.596191,0.292969
201,-0.780273,0.683105,0.102539
202,-0.803223,0.506348,0.03125
203,-0.827148,0.362793,-0.071289
204,-0.96875,0.232422,-0.190918
205,-0.92041,0.154297,-0.243652
